cycle_1_lane	cycle_2_lane	cycle_3_lane	fitness	clean_reads
8	7	8	0.7090	2.7996
8	7	9	0.0000	0.0000
8	7	10	1.4448	5.5485
8	7	11	0.0000	0.0000
8	7	12	0.0000	0.0000
8	7	13	0.0000	0.0000
8	7	14	1.5303	3.7611
8	7	15	0.0000	0.0000
8	7	16	0.0000	0.0000
8	7	17	0.9769	2.9536
8	7	18	0.0000	0.0000
8	7	19	0.0000	0.0000
8	7	20	0.0000	0.0000
8	8	3	0.0000	0.0000
8	8	4	4.0938	20.0000
8	8	14	0.0000	0.0000
8	8	20	0.3627	1.0000
8	9	1	0.0000	0.0000
8	9	2	0.0000	0.0000
8	9	3	0.0000	0.0000
8	9	4	0.0000	0.0000
8	9	5	0.0000	0.0000
8	9	6	0.0000	0.0000
8	9	7	0.0000	0.0000
8	9	8	0.0000	0.0000
8	9	9	0.0000	0.0000
8	9	10	0.0000	0.0000
8	9	11	0.0000	0.0000
8	9	12	0.0000	0.0000
8	9	13	0.0000	0.0000
8	9	14	0.0000	0.0000
8	9	15	0.0000	0.0000
8	9	16	0.0000	0.0000
8	9	17	0.0000	0.0000
8	9	18	0.0000	0.0000
8	9	19	0.0000	0.0000
8	9	20	0.0000	0.0000
8	10	3	0.0000	0.0000
8	10	4	0.3169	2.0000
8	10	5	0.2047	1.0000
8	10	8	0.2003	1.0000
8	10	12	0.2652	1.0000
8	10	15	0.2277	1.0000
8	10	19	0.2633	1.0000
8	10	20	0.2939	1.0000
8	11	2	0.0000	0.0000
8	11	3	0.1349	0.5885
8	11	10	0.0000	0.0000
8	12	3	0.2310	0.9531
8	12	10	0.2341	1.0000
8	12	14	1.8661	5.0000
8	12	15	0.2574	1.0000
8	12	18	0.2328	1.0000
8	13	3	0.0000	0.0000
8	13	17	1.4286	4.0000
8	14	3	0.0000	0.0000
8	14	15	0.4573	1.0000
8	15	1	1.3766	6.0000
8	15	3	0.0363	0.1291
8	15	4	0.2132	1.0000
8	15	12	10.5961	31.0000
8	15	17	0.8650	2.5116
8	16	3	0.0000	0.0000
8	16	4	0.1851	1.0000
8	16	11	0.2692	1.0000
8	16	15	0.2624	1.0000
8	17	1	0.9927	5.0000
8	17	3	0.0000	0.0000
8	17	11	0.0000	0.0000
8	17	16	1.2407	5.9420
8	18	3	0.0000	0.0000
8	18	14	0.4656	1.0000
8	19	3	0.0000	0.0000
8	19	10	3.6424	13.0000
8	19	15	0.3062	1.0000
8	20	3	0.1208	0.4395
8	20	8	0.2587	1.0000
8	20	15	0.2912	1.0000
8	20	16	0.4698	2.0000
8	20	18	4.7605	18.0000
8	20	19	11.3004	34.0000
9	1	19	0.4109	1.9452
9	2	2	0.2431	1.0000
9	2	4	1.0381	8.4196
9	2	6	0.0000	0.0000
9	2	10	0.1627	1.0000
9	2	16	0.1414	1.0000
9	3	14	0.0000	0.0000
9	3	16	0.2299	2.0000
9	5	11	0.1458	1.0000
9	5	14	0.2207	1.0000
9	5	16	0.1097	1.0000
9	6	1	0.0513	0.4700
9	6	2	0.4224	2.0807
9	6	3	0.0000	0.0000
9	6	4	1.2846	12.8050
9	6	5	0.0000	0.0000
9	6	6	0.0000	0.0000
9	6	7	0.0000	0.0000
9	6	8	0.0000	0.0000
9	6	9	1.2723	7.7215
9	6	10	0.0000	0.0000
9	6	11	0.4546	2.9680
9	6	12	0.8903	5.0559
9	6	13	0.0000	0.0000
9	6	14	0.0000	0.0000
9	6	15	0.7333	4.9316
9	6	16	0.4033	3.4931
9	6	17	0.0000	0.0000
9	6	18	0.0777	0.5859
9	6	19	1.8425	10.5471
9	6	20	0.0000	0.0000
9	7	9	0.1738	1.0000
9	7	19	0.5524	3.0000
9	8	7	5.9561	32.0000
9	8	10	0.1422	1.0000
9	8	12	0.1871	1.0000
9	8	14	0.8257	3.3815
9	8	18	0.1413	1.0000
9	9	10	0.0000	0.0000
9	9	19	0.0000	0.0000
9	9	20	0.7142	3.3707
9	11	2	0.0921	0.5126
9	11	7	0.3091	2.0000
9	11	10	0.0000	0.0000
9	12	1	0.2037	2.0000
9	12	5	0.1237	1.0000
9	12	8	0.1207	1.0000
9	12	10	0.1248	1.0000
9	12	16	0.1078	1.0000
9	12	17	0.1668	1.0000
9	12	18	0.1240	1.0000
9	12	20	0.1858	1.0000
9	13	10	0.1558	1.0000
9	13	12	0.2039	1.0000
9	13	16	0.1353	1.0000
9	14	18	42.2321	165.0000
9	15	14	0.2538	1.0000
9	15	17	0.0000	0.0000
9	16	4	1.0538	11.0000
9	16	6	0.2345	1.0000
9	16	18	1.7757	14.0000
9	17	1	0.4143	4.0000
9	17	11	0.0000	0.0000
9	17	13	0.1765	1.0000
9	17	16	0.5706	5.2059
9	18	4	0.2624	2.0000
9	18	10	0.1726	1.0000
9	18	14	1.1558	4.0000
9	18	17	0.2265	1.0000
9	19	2	11.3152	49.0000
9	19	9	1.5095	8.0000
9	20	19	0.3769	2.0000
10	1	3	0.5305	2.0000
10	1	5	0.2546	1.0000
10	1	16	0.2263	1.0000
10	1	19	0.9573	2.9763
10	2	1	0.2148	1.0000
10	2	4	0.0000	0.0000
10	2	6	0.0000	0.0000
10	3	14	0.0000	0.0000
10	3	15	0.2352	1.0000
10	3	16	0.1869	1.0000
10	4	5	114.2140	483.0000
10	4	16	0.6287	3.0000
10	5	16	0.1791	1.0000
10	6	12	90.0414	328.0000
10	6	18	0.0490	0.2299
10	7	16	105.7733	535.0000
10	8	14	0.0000	0.0000
10	9	10	0.0000	0.0000
10	9	16	0.4026	2.0000
10	9	19	0.0000	0.0000
10	9	20	0.0000	0.0000
10	10	16	0.1540	1.0000
10	11	2	0.0000	0.0000
10	11	10	0.0000	0.0000
10	11	16	0.1659	1.0000
10	12	1	0.1672	1.0000
10	12	2	0.2945	1.0000
10	12	4	0.1545	1.0000
10	12	16	0.5287	3.0000
10	12	19	0.2575	1.0000
10	14	1	2.2961	7.0000
10	15	17	0.2585	0.8543
10	17	11	0.0000	0.0000
10	17	16	0.2462	1.3761
10	17	17	1.8565	7.0000
10	17	20	38.4896	132.0000
10	18	14	0.8368	2.0000
10	18	16	0.2384	1.0000
10	19	8	5.6742	24.0000
10	19	16	0.4282	2.0000
10	19	18	0.2419	1.0000
11	1	10	0.2313	1.0000
11	1	19	0.5614	1.9191
11	2	1	0.3853	2.0000
11	2	4	0.0000	0.0000
11	2	6	0.0000	0.0000
11	3	10	20.6597	108.0000
11	3	14	1.1908	3.7746
11	4	20	0.6079	2.0000
11	6	1	1.2727	8.0000
11	6	2	0.2822	1.0000
11	6	3	0.1992	1.0000
11	6	15	0.2124	1.0000
11	6	18	0.3882	2.0326
11	6	19	0.2463	1.0000
11	7	19	18.8649	73.0000
11	8	6	0.6978	2.0000
11	8	12	0.5243	2.0000
11	8	14	0.0000	0.0000
11	8	18	0.4053	2.0000
11	9	10	0.0000	0.0000
11	9	19	0.0000	0.0000
11	9	20	0.0000	0.0000
11	10	10	111.2046	705.0001
11	10	16	0.4110	3.0000
11	11	2	0.0000	0.0000
11	11	10	0.0000	0.0000
11	11	20	0.2467	1.0000
11	12	3	0.1872	1.0000
11	12	7	0.2329	1.0000
11	12	11	0.2054	1.0000
11	15	17	0.2161	0.7872
11	16	1	3.9615	26.0000
11	17	1	0.4542	3.0000
11	17	6	0.3194	1.0000
11	17	11	0.0000	0.0000
11	17	16	0.2001	1.2527
11	17	20	1.0566	4.0000
11	18	8	0.2367	1.0000
11	18	14	0.7710	2.0000
11	18	19	1.8407	6.0000
11	18	20	0.3401	1.0000
11	19	17	1.4119	5.0000
11	20	5	14.1641	69.0000
12	1	1	0.5299	3.0077
12	1	2	0.3629	1.1794
12	1	4	0.4447	2.7301
12	1	5	0.4666	2.2201
12	1	6	0.1470	0.4083
12	1	7	0.1178	0.4354
12	1	8	0.2475	1.2034
12	1	9	0.5003	1.9534
12	1	10	0.0517	0.2440
12	1	11	0.2113	0.8807
12	1	12	0.4949	1.8218
12	1	13	0.0595	0.2094
12	1	14	0.1664	0.4841
12	1	15	0.0629	0.2693
12	1	16	0.4379	2.3603
12	1	17	0.0340	0.1240
12	1	18	0.4647	2.2065
12	1	19	0.2207	0.8182
12	1	20	0.9525	3.1663
12	2	4	0.0000	0.0000
12	2	6	0.0000	0.0000
12	2	12	0.8131	3.0000
12	2	16	120.6550	652.0000
12	2	19	0.2691	1.0000
12	3	10	0.1744	1.0000
12	3	14	0.0000	0.0000
12	3	16	7.8981	52.0000
12	4	1	15.7515	97.0000
12	4	4	0.1500	1.0000
12	5	4	0.8872	7.0000
12	5	11	3.0488	16.0000
12	6	18	0.6173	3.5446
12	7	9	0.2249	1.0000
12	7	12	0.2392	1.0000
12	8	12	0.2409	1.0000
12	8	14	0.0000	0.0000
12	8	20	0.2680	1.0000
12	9	1	0.8036	5.1644
12	9	2	0.6833	2.4672
12	9	3	0.0000	0.0000
12	9	4	0.5347	3.7232
12	9	5	0.0000	0.0000
12	9	6	1.2205	3.7380
12	9	7	0.0000	0.0000
12	9	8	0.3182	1.7442
12	9	9	1.6449	7.1885
12	9	10	0.0000	0.0000
12	9	11	0.0000	0.0000
12	9	12	0.0000	0.0000
12	9	13	0.0000	0.0000
12	9	14	0.1277	0.4105
12	9	15	0.0000	0.0000
12	9	16	0.0000	0.0000
12	9	17	0.0000	0.0000
12	9	18	0.0000	0.0000
12	9	19	0.0000	0.0000
12	9	20	0.0000	0.0000
12	10	17	3.4229	18.0000
12	11	2	0.0000	0.0000
12	11	10	0.0000	0.0000
12	12	1	0.1353	1.0000
12	12	2	0.2454	1.0000
12	12	5	0.9778	6.0000
12	12	8	0.3185	2.0000
12	13	3	44.5999	212.0000
12	14	12	0.3988	1.0000
12	15	17	0.7591	3.0056
12	15	20	2.2254	8.0000
12	16	15	0.1862	1.0000
12	16	17	0.2208	1.0000
12	16	18	0.8345	5.0000
12	17	11	0.0000	0.0000
12	17	16	0.3700	2.5493
12	17	17	0.2195	1.0000
12	20	7	0.9729	4.0000
13	1	14	11.4920	40.0000
13	1	19	0.2751	1.2425
13	2	4	0.0000	0.0000
13	2	6	0.0000	0.0000
13	2	13	1.1669	5.0000
13	2	16	0.1488	1.0000
13	2	19	0.4417	2.0000
13	3	8	0.1355	1.0000
13	3	13	0.5808	3.0000
13	3	14	0.6430	2.6718
13	3	16	0.1212	1.0000
13	4	12	87.5750	424.0000
13	4	15	0.1754	1.0000
13	5	13	0.1855	1.0000
13	5	16	0.2313	2.0000
13	5	19	0.1750	1.0000
13	6	18	0.1184	0.8479
13	7	7	41.2904	213.0000
13	7	19	0.5799	3.0000
13	8	1	0.3686	3.0000
13	8	6	0.8078	3.0000
13	8	14	1.1258	4.4078
13	8	15	0.1664	1.0000
13	8	16	126.0776	971.0000
13	9	10	0.0000	0.0000
13	9	19	0.3718	1.8887
13	9	20	0.5822	2.6218
13	10	10	0.1141	1.0000
13	10	16	0.3936	4.0000
13	10	19	0.4511	3.0000
13	11	2	0.2574	1.3639
13	11	10	0.0000	0.0000
13	11	13	0.1720	1.0000
13	12	9	8.1201	50.0000
13	12	15	0.2930	2.0000
13	12	17	0.1752	1.0000
13	12	19	0.1722	1.0000
13	13	14	0.2764	1.0000
13	13	19	0.4244	2.0000
13	14	3	1.9458	7.0000
13	14	5	0.2670	1.0000
13	15	9	1.5348	8.0000
13	15	13	0.2148	1.0000
13	15	17	0.6492	3.1448
13	15	19	0.2030	1.0000
13	16	1	3.5203	32.0000
13	16	3	0.1398	1.0000
13	16	18	0.8017	6.0000
13	16	19	0.1760	1.0000
13	17	1	0.1093	1.0000
13	17	11	0.0000	0.0000
13	17	16	0.3144	2.7196
13	17	19	0.5246	3.0000
13	18	14	0.3014	1.0000
13	18	19	0.2333	1.0000
13	19	13	0.2215	1.0000
13	19	17	0.6389	3.0000
13	19	19	0.2094	1.0000
13	20	19	1.5823	8.0000
14	1	1	1.9798	11.0000
14	1	16	0.0000	0.0000
14	1	19	0.2711	0.9861
14	2	4	0.0000	0.0000
14	2	6	0.0000	0.0000
14	2	7	0.5499	2.0000
14	2	16	0.0000	0.0000
14	3	8	0.1728	1.0000
14	3	14	0.0000	0.0000
14	3	16	0.0000	0.0000
14	3	18	3.1886	18.0000
14	4	2	2.3407	8.0000
14	4	8	0.3883	2.0000
14	4	16	0.0000	0.0000
14	5	16	0.0000	0.0000
14	5	17	0.2241	1.0000
14	6	16	0.0000	0.0000
14	6	18	0.0342	0.1924
14	7	16	0.0000	0.0000
14	7	19	0.2421	1.0000
14	8	14	0.0000	0.0000
14	8	16	0.0000	0.0000
14	9	1	2.2269	14.0000
14	9	10	0.0000	0.0000
14	9	16	0.0000	0.0000
14	9	19	0.0000	0.0000
14	9	20	0.0000	0.0000
14	10	6	19.8269	75.0000
14	10	16	0.0000	0.0000
14	11	2	0.1198	0.5061
14	11	10	0.0000	0.0000
14	11	16	0.0000	0.0000
14	12	10	0.1679	1.0000
14	12	15	5.0285	27.0000
14	12	16	0.0000	0.0000
14	13	1	0.3095	1.7980
14	13	2	0.3578	1.1857
14	13	3	0.0000	0.0000
14	13	4	0.3470	2.1812
14	13	5	0.6724	3.2712
14	13	6	0.0000	0.0000
14	13	7	0.1988	0.7505
14	13	8	0.2481	1.2337
14	13	9	0.0000	0.0000
14	13	10	0.0671	0.3241
14	13	11	0.0000	0.0000
14	13	12	0.9029	3.3926
14	13	13	0.9050	3.2510
14	13	14	0.2904	0.8606
14	13	15	0.7730	3.3813
14	13	16	0.0000	0.0000
14	13	17	0.2849	1.0615
14	13	18	0.2556	1.2409
14	13	19	1.3553	5.1288
14	13	20	0.3411	1.1564
14	14	10	0.6582	2.0000
14	14	12	0.4050	1.0000
14	14	14	1.4661	3.0000
14	14	16	0.0000	0.0000
14	15	16	0.0000	0.0000
14	15	17	0.4792	1.8606
14	15	19	0.2535	1.0000
14	16	16	0.0000	0.0000
14	17	1	0.1406	1.0000
14	17	7	0.2209	1.0000
14	17	11	0.0000	0.0000
14	17	16	0.0000	0.0000
14	18	15	32.1065	128.0000
14	18	16	0.0000	0.0000
14	19	6	0.3498	1.0000
14	19	16	0.0000	0.0000
14	20	16	0.0000	0.0000
15	1	3	59.7722	288.0000
15	1	8	0.0000	0.0000
15	1	19	0.5643	2.2047
15	2	1	0.1656	1.0000
15	2	2	0.2921	1.0000
15	2	4	0.0000	0.0000
15	2	6	0.0000	0.0000
15	2	8	0.0000	0.0000
15	2	16	0.1745	1.0000
15	2	19	0.2553	1.0000
15	3	8	0.0000	0.0000
15	3	14	0.3986	1.4382
15	3	18	0.6536	4.0000
15	4	8	0.0000	0.0000
15	5	8	0.0000	0.0000
15	5	15	0.3494	2.0000
15	5	17	0.2076	1.0000
15	5	18	46.2775	296.0000
15	6	2	0.2465	1.0000
15	6	5	0.1638	1.0000
15	6	8	0.0000	0.0000
15	6	9	0.2022	1.0000
15	6	10	0.3303	2.0000
15	6	18	0.1276	0.7775
15	7	7	0.2253	1.0000
15	7	8	0.0000	0.0000
15	8	8	0.0000	0.0000
15	8	14	0.0000	0.0000
15	9	8	0.0000	0.0000
15	9	10	0.0000	0.0000
15	9	19	0.0000	0.0000
15	9	20	0.0000	0.0000
15	10	8	0.0000	0.0000
15	10	15	0.3003	2.0000
15	11	2	0.0000	0.0000
15	11	8	0.0000	0.0000
15	11	10	0.0000	0.0000
15	12	4	0.1171	1.0000
15	12	8	0.0000	0.0000
15	12	16	0.1343	1.0000
15	12	17	0.2045	1.0000
15	13	8	0.0000	0.0000
15	14	1	0.7786	2.9772
15	14	2	0.0000	0.0000
15	14	4	0.4612	1.8923
15	14	5	0.8489	2.7753
15	14	6	0.1649	0.3420
15	14	7	0.0000	0.0000
15	14	8	0.0000	0.0000
15	14	9	0.0000	0.0000
15	14	10	0.0000	0.0000
15	14	11	0.7869	2.2926
15	14	12	0.7467	1.9555
15	14	13	0.2347	0.5918
15	14	14	0.0000	0.0000
15	14	16	12.4334	45.3925
15	14	17	0.0000	0.0000
15	14	18	0.0000	0.0000
15	14	19	0.0000	0.0000
15	14	20	0.9871	2.3725
15	15	8	0.0000	0.0000
15	15	17	0.0251	0.1048
15	16	8	0.0000	0.0000
15	17	1	0.6462	5.0000
15	17	7	27.0100	132.0000
15	17	8	0.0000	0.0000
15	17	11	0.0000	0.0000
15	17	16	0.0000	0.0000
15	18	8	0.0000	0.0000
15	18	14	0.6859	2.0000
15	18	15	34.7164	149.0000
15	19	8	0.0000	0.0000
15	19	14	41.5493	133.0000
15	20	8	0.0000	0.0000
16	1	1	0.1650	1.0000
16	1	3	0.4123	1.9989
16	1	5	0.7895	4.0000
16	1	14	0.0000	0.0000
16	1	18	0.1978	1.0000
16	1	19	0.1933	0.7595
16	1	20	0.2845	1.0000
16	2	1	0.8227	5.0000
16	2	2	0.2905	1.0000
16	2	3	0.4112	1.9985
16	2	4	0.0446	0.2933
16	2	5	0.1969	1.0000
16	2	6	0.0000	0.0000
16	2	9	0.4815	2.0000
16	2	10	0.1984	1.0000
16	2	14	0.2282	0.7015
16	2	16	0.1734	1.0000
16	2	19	0.2539	1.0000
16	3	3	0.3390	1.9986
16	3	10	0.3267	2.0000
16	3	14	0.7910	2.8704
16	3	16	59.3495	418.0000
16	3	19	0.4231	2.0000
16	3	20	0.7143	3.0000
16	4	1	0.3038	2.0000
16	4	4	0.1402	1.0000
16	4	7	0.2369	1.0000
16	4	12	0.4761	2.0000
16	4	14	0.2122	0.6958
16	4	18	54.0719	296.0000
16	4	19	0.2363	1.0000
16	5	1	0.1284	1.0000
16	5	3	28.8998	177.9985
16	5	5	0.1550	1.0000
16	5	11	0.1787	1.0000
16	5	14	0.0000	0.0000
16	5	17	0.6191	3.0000
16	5	18	0.1553	1.0000
16	5	20	0.2287	1.0000
16	6	4	0.2488	2.0000
16	6	14	0.0747	0.2701
16	6	18	0.9019	5.5310
16	6	19	0.2124	1.0000
16	6	20	0.7172	3.0000
16	7	3	1.0777	5.9990
16	7	10	0.1731	1.0000
16	7	17	0.2271	1.0000
16	7	19	0.4468	2.0000
16	7	20	0.2509	1.0000
16	8	1	0.1439	1.0000
16	8	2	20.4582	79.0000
16	8	4	14.8618	112.0000
16	8	8	0.3383	2.0000
16	8	9	140.1718	658.0000
16	8	12	0.4535	2.0000
16	8	13	0.2378	1.0000
16	8	14	0.0000	0.0000
16	8	15	0.1933	1.0000
16	8	19	0.2251	1.0000
16	8	20	0.2528	1.0000
16	9	1	0.4365	3.0000
16	9	3	0.5486	2.9983
16	9	4	0.1342	1.0000
16	9	5	0.3497	2.0000
16	9	7	0.4558	2.0000
16	9	9	0.4303	2.0000
16	9	10	0.0000	0.0000
16	9	11	0.2008	1.0000
16	9	12	0.4580	2.0000
16	9	13	0.4802	2.0000
16	9	14	0.1347	0.4578
16	9	15	0.3906	2.0000
16	9	17	0.4621	2.0000
16	9	18	0.5257	3.0000
16	9	19	0.0000	0.0000
16	9	20	2.3192	9.0884
16	10	1	0.1095	1.0000
16	10	3	0.4175	2.9988
16	10	5	0.1327	1.0000
16	10	8	0.1296	1.0000
16	10	10	0.1339	1.0000
16	10	11	0.1536	1.0000
16	10	12	0.1766	1.0000
16	10	13	0.1858	1.0000
16	10	14	0.0000	0.0000
16	10	16	0.1158	1.0000
16	10	17	0.1783	1.0000
16	10	18	0.2661	2.0000
16	10	19	0.3504	2.0000
16	11	2	0.0000	0.0000
16	11	3	0.1500	0.9990
16	11	6	0.5223	2.0000
16	11	8	0.1399	1.0000
16	11	10	0.0000	0.0000
16	11	12	0.1899	1.0000
16	11	14	0.3756	1.5171
16	11	15	18.8071	117.0000
16	11	16	0.1252	1.0000
16	11	18	0.1436	1.0000
16	11	19	0.1884	1.0000
16	12	3	0.1595	0.9987
16	12	4	0.1163	1.0000
16	12	5	0.1525	1.0000
16	12	8	0.1489	1.0000
16	12	11	0.3517	2.0000
16	12	13	0.2115	1.0000
16	12	14	1.0864	4.1556
16	12	15	0.1708	1.0000
16	12	18	0.1528	1.0000
16	12	19	0.1998	1.0000
16	12	20	0.2253	1.0000
16	13	3	0.7899	3.9985
16	13	6	0.3299	1.0000
16	13	8	0.1848	1.0000
16	13	10	0.1905	1.0000
16	13	14	1.4831	4.7186
16	13	17	0.2483	1.0000
16	13	19	0.2443	1.0000
16	14	1	0.0000	0.0000
16	14	2	0.0000	0.0000
16	14	3	0.1253	0.3966
16	14	4	0.0000	0.0000
16	14	5	0.0000	0.0000
16	14	6	0.0000	0.0000
16	14	7	0.5591	1.4772
16	14	8	0.0000	0.0000
16	14	9	0.0000	0.0000
16	14	10	0.0000	0.0000
16	14	11	0.0000	0.0000
16	14	12	0.0000	0.0000
16	14	13	0.0000	0.0000
16	14	14	0.0000	0.0000
16	14	15	0.0000	0.0000
16	14	16	0.0000	0.0000
16	14	17	0.0000	0.0000
16	14	18	0.0000	0.0000
16	14	19	0.0000	0.0000
16	14	20	0.0000	0.0000
16	15	1	0.1504	1.0000
16	15	4	0.1387	1.0000
16	15	11	0.2071	1.0000
16	15	13	16.8093	68.0000
16	15	14	1.3065	4.3208
16	15	17	0.6195	2.6036
16	15	18	0.1809	1.0000
16	15	20	0.2626	1.0000
16	16	1	0.3185	2.4651
16	16	2	58.1678	246.7847
16	16	3	0.5163	3.1621
16	16	4	0.4791	4.0274
16	16	5	0.1258	0.8070
16	16	6	0.0391	0.1392
16	16	7	0.0314	0.1534
16	16	8	0.5755	3.7796
16	16	9	0.2744	1.4231
16	16	10	0.4470	2.8441
16	16	11	0.0547	0.3045
16	16	12	1.4872	7.2339
16	16	13	0.1770	0.8199
16	16	14	0.0157	0.0588
16	16	15	0.5046	2.8909
16	16	16	0.0019	0.0136
16	16	17	0.1427	0.6880
16	16	18	0.5914	3.7863
16	16	19	1.0311	5.0542
16	16	20	0.0000	0.0000
16	17	1	0.2567	2.0000
16	17	3	0.4865	2.9986
16	17	5	0.1549	1.0000
16	17	8	0.1513	1.0000
16	17	10	0.1562	1.0000
16	17	11	0.0000	0.0000
16	17	12	0.4087	2.0000
16	17	13	0.2146	1.0000
16	17	14	1.3049	4.9235
16	17	16	0.3995	2.9458
16	17	19	0.4056	2.0000
16	18	1	0.1746	1.0000
16	18	3	0.4350	1.9988
16	18	5	0.2083	1.0000
16	18	8	0.4077	2.0000
16	18	14	0.0851	0.2495
16	18	20	0.2985	1.0000
16	19	1	0.3109	2.0000
16	19	3	146.7764	752.9981
16	19	4	0.4305	3.0000
16	19	7	0.7257	3.0000
16	19	10	0.1879	1.0000
16	19	12	0.2431	1.0000
16	19	14	0.6892	2.2180
16	19	15	0.2079	1.0000
16	20	3	0.1837	0.9988
16	20	4	0.2697	2.0000
16	20	13	0.2412	1.0000
16	20	14	0.6430	2.1758
16	20	15	0.3925	2.0000
16	20	18	0.3522	2.0000
16	20	19	0.2284	1.0000
16	20	20	1.5380	6.0000
17	1	17	3.5240	11.0000
17	2	4	0.0000	0.0000
17	2	6	0.0000	0.0000
17	2	13	47.9520	145.0000
17	2	16	0.2210	1.0000
17	3	1	0.5207	3.0000
17	3	12	0.5363	2.0000
17	3	14	0.5047	1.4860
17	3	15	7.3730	32.0000
17	3	16	0.1828	1.0000
17	4	1	0.0000	0.0000
17	4	2	1.5548	4.6429
17	4	3	1.2543	5.1915
17	4	4	0.3895	2.1566
17	4	5	0.0000	0.0000
17	4	6	0.0495	0.1272
17	4	7	0.0000	0.0000
17	4	8	0.0744	0.3279
17	4	9	0.0000	0.0000
17	4	10	0.0000	0.0000
17	4	11	0.0000	0.0000
17	4	12	0.0000	0.0000
17	4	13	29.2355	94.2898
17	4	14	0.0000	0.0000
17	4	15	0.6606	2.5741
17	4	16	0.0000	0.0000
17	4	17	0.0000	0.0000
17	4	18	0.0000	0.0000
17	4	19	0.0000	0.0000
17	4	20	0.0000	0.0000
17	6	18	0.0000	0.0000
17	7	3	0.2285	1.0000
17	7	10	7.2791	33.0000
17	8	1	0.5557	3.0000
17	8	14	0.0000	0.0000
17	8	18	0.4419	2.0000
17	9	10	0.0000	0.0000
17	9	19	0.0000	0.0000
17	9	20	0.0000	0.0000
17	10	4	0.6572	5.0000
17	10	19	0.2232	1.0000
17	11	1	0.7688	5.0000
17	11	2	0.0000	0.0000
17	11	10	0.0000	0.0000
17	11	11	116.7277	552.0000
17	12	3	0.2045	1.0000
17	12	4	0.1510	1.0000
17	12	20	0.2823	1.0000
17	13	12	0.3063	1.0000
17	13	14	2.6786	7.0000
17	14	3	0.3846	1.0000
17	14	6	3.3331	6.0000
17	15	3	0.2394	1.0000
17	15	10	0.6937	3.0000
17	15	17	0.3339	1.1246
17	17	1	0.1661	1.0000
17	17	2	0.5855	2.0000
17	17	5	23.6330	119.0000
17	17	11	0.0000	0.0000
17	17	16	0.4822	2.7551
17	18	10	76.4086	289.0000
17	18	20	0.7304	2.0000
17	19	3	0.7399	3.0000
17	19	8	37.9801	164.0000
17	20	1	0.1881	1.0000
17	20	4	0.1741	1.0000
17	20	9	0.2716	1.0000
17	20	12	0.2878	1.0000
17	20	15	0.2482	1.0000
18	1	19	0.3123	1.1987
18	2	2	0.2970	1.0000
18	2	4	0.0000	0.0000
18	2	5	0.2019	1.0000
18	2	6	4.0557	11.6403
18	2	20	0.2903	1.0000
18	3	12	0.2185	1.0000
18	3	14	0.3950	1.4011
18	3	16	0.2918	2.0000
18	4	5	0.1871	1.0000
18	5	1	4.0928	31.0000
18	5	7	0.4173	2.0000
18	6	7	2.4021	11.0000
18	6	17	0.2214	1.0000
18	6	18	0.9653	5.7655
18	7	4	0.6762	5.0000
18	7	8	0.1722	1.0000
18	7	19	0.2289	1.0000
18	8	12	0.2323	1.0000
18	8	14	0.0000	0.0000
18	8	15	1.1897	6.0000
18	9	10	0.0000	0.0000
18	9	11	0.4119	2.0000
18	9	19	0.0000	0.0000
18	9	20	1.0044	3.8447
18	10	8	1.5985	12.0000
18	10	19	0.1798	1.0000
18	11	1	0.1218	1.0000
18	11	2	7.4352	33.2279
18	11	10	0.0000	0.0000
18	11	12	3.5061	18.0000
18	11	16	0.5149	4.0000
18	11	20	0.8727	4.0000
18	12	1	0.1298	1.0000
18	12	4	0.1195	1.0000
18	12	12	26.8439	130.0000
18	13	20	14.2751	51.0000
18	15	6	0.3246	1.0000
18	15	19	0.2399	1.0000
18	15	20	0.2688	1.0000
18	17	1	0.2639	2.0000
18	17	11	0.0000	0.0000
18	17	15	0.1781	1.0000
18	17	16	0.6519	4.6780
18	19	18	2.8745	15.0000
18	19	20	0.2766	1.0000
18	20	5	0.7214	4.0000
19	1	2	0.2628	1.0000
19	1	19	0.0249	0.1091
19	2	4	0.0000	0.0000
19	2	6	0.8954	2.8861
19	2	16	0.4622	3.0000
19	2	17	3.7079	16.0000
19	2	18	5.8019	33.0000
19	3	1	0.9385	7.8986
19	3	2	0.2418	1.1045
19	3	3	1.0405	6.9079
19	3	4	0.0000	0.0000
19	3	5	0.0000	0.0000
19	3	6	0.4379	1.6726
19	3	7	0.0000	0.0000
19	3	8	0.1231	0.8769
19	3	9	0.9603	5.3837
19	3	10	1.5792	10.8967
19	3	11	0.0000	0.0000
19	3	12	0.0000	0.0000
19	3	13	0.5238	2.6174
19	3	14	0.0000	0.0000
19	3	15	0.4283	2.6568
19	3	16	0.0000	0.0000
19	3	17	0.4894	2.5466
19	3	18	0.8626	5.9896
19	3	19	0.0000	0.0000
19	3	20	0.0000	0.0000
19	4	6	0.2903	1.0000
19	5	4	0.8343	8.0000
19	6	4	0.1098	1.0000
19	6	18	0.2137	1.4775
19	7	18	0.1528	1.0000
19	8	4	0.1172	1.0000
19	8	6	0.2774	1.0000
19	8	8	0.4505	3.0000
19	8	11	0.1772	1.0000
19	8	12	2.8408	14.0000
19	8	13	0.2131	1.0000
19	8	14	1.5130	5.7462
19	8	16	87.1958	648.0001
