cycle_1_lane	cycle_2_lane	cycle_3_lane	tag_imbalance
2	10	1	0.762472896537445
2	10	2	0.7121825522838716
2	10	3	0.8660234872642909
2	10	4	0.895722509461283
2	10	5	0.79355787310363
2	10	6	0.6622881949929249
2	10	7	0.8711713177784363
2	10	8	0.7311899264899466
2	10	9	0.7638588509066379
2	10	10	0.8163271234546574
2	10	11	0.8961184964239095
2	10	12	0.6551604296656467
2	10	13	0.9240355772890821
2	10	14	0.4140043694260705
2	10	15	0.832958575884973
2	10	16	0.7381196983359114
2	10	17	0.8616676306753989
2	10	18	0.8440462108385167
2	10	19	0.9220556424759494
2	10	20	0.7939538600662567
2	11	1	1.25199928499039
2	11	2	1.1694213004701204
2	11	3	1.4220319066600795
2	11	4	1.4707984329515773
2	11	5	1.3030415825088244
2	11	6	1.087493536300404
2	11	7	1.4304847712172726
2	11	8	1.2006318772966789
2	11	9	1.2542750562173266
2	11	10	1.3404292526656394
2	11	11	1.4714486533021307
2	11	12	1.075789569990444
2	11	13	1.5172891880161388
2	11	14	0.6798053765034809
2	11	15	1.3677385073888784
2	11	16	1.2120107334313617
2	11	17	1.414879482803993
2	11	18	1.385944677204371
2	11	19	1.5140380862633722
2	11	20	1.3036918028593778
2	12	1	0.6334898024844904
2	12	2	0.591706782533553
2	12	3	0.7195233435645706
2	12	4	0.7441983553466204
2	12	5	0.6593163148163692
2	12	6	0.5502527627397094
2	12	7	0.7238003456067926
2	12	8	0.6074987900740647
2	12	9	0.6346413030343194
2	12	10	0.678233823849274
2	12	11	0.7445273555037144
2	12	12	0.5443307599120174
2	12	13	0.7677218665788411
2	12	14	0.34396966424177344
2	12	15	0.6920518304472218
2	12	16	0.6132562928232097
2	12	17	0.7159043418365367
2	12	18	0.7012638348458538
2	12	19	0.7660768657933712
2	12	20	0.6596453149734632
2	13	1	0.7378442348777273
2	13	2	0.6891783206583186
2	13	3	0.8380500346287144
2	13	4	0.8667897477504125
2	13	5	0.7679251346117713
2	13	6	0.6408956026138659
2	13	7	0.8430315849031421
2	13	8	0.7075717370562055
2	13	9	0.7391854214900733
2	13	10	0.7899589146717397
2	13	11	0.8671729439253684
2	13	12	0.6339980714646586
2	13	13	0.8941882742597647
2	13	14	0.4006316009164705
2	13	15	0.8060531540198907
2	13	16	0.714277670117935
2	13	17	0.8338348767041988
2	13	18	0.8167826469186579
2	13	19	0.8922722933849847
2	13	20	0.7683083307867272
2	14	1	0.9193854007199761
2	14	2	0.8587455950116215
2	14	3	1.0442461030249741
2	14	4	1.0800570119078607
2	14	5	0.9568674853507309
2	14	6	0.798583268088372
2	14	7	1.0504533272313412
2	14	8	0.8816645766966689
2	14	9	0.9210565764678442
2	14	10	0.9843225154942772
2	14	11	1.0805344906929661
2	14	12	0.7899886499564791
2	14	13	1.1141967450428794
2	14	14	0.4992040698274397
2	14	15	1.0043766244686936
2	14	16	0.890020455436009
2	14	17	1.0389938363888174
2	14	18	1.0177460304516381
2	14	19	1.1118093511173537
2	14	20	0.957344964135836
2	15	1	1.091532128609549
2	15	2	1.0195380593634245
2	15	3	1.2397718853643647
2	15	4	1.2822880679900284
2	15	5	1.136032399757744
2	15	6	0.948110872552309
2	15	7	1.2471413570194796
2	15	8	1.0467484162438494
2	15	9	1.09351621713208
2	15	10	1.1686281397707532
2	15	11	1.2828549504250375
2	15	12	0.9379069887221494
2	15	13	1.3228201620931614
2	15	14	0.5926755858017572
2	15	15	1.1924372020411251
2	15	16	1.0566688588565043
2	15	17	1.2335361785792671
2	15	18	1.208309910221373
2	15	19	1.3199857499181173
2	15	20	1.136599282192753
2	16	1	0.7855781358264584
2	16	2	0.7337638417470193
2	16	3	0.8922666232419967
2	16	4	0.9228656158085946
2	16	5	0.8176050813794976
2	16	6	0.6823575342351347
2	16	7	0.8975704486202072
2	16	8	0.7533471969896419
2	16	9	0.7870060888128997
2	16	10	0.8410643090138894
2	16	11	0.9232736023761494
2	16	12	0.6750137760191511
2	16	13	0.9520366553887515
2	16	14	0.42654995637837567
2	16	15	0.8581997448511844
2	16	16	0.7604869619218482
2	16	17	0.8877787709988957
2	16	18	0.8696233687427141
2	16	19	0.9499967225509782
2	16	20	0.8180130679470523
2	17	1	0.6695441319244896
2	17	2	0.6253830803771461
2	17	3	0.7604741711341775
2	17	4	0.7865535322841836
2	17	5	0.6968405299281627
2	17	6	0.5815697536451359
2	17	7	0.764994593733512
2	17	8	0.6420738715131498
2	17	9	0.6707611687781566
2	17	10	0.716834706809834
2	17	11	0.7869012570995171
2	17	12	0.5753107069691343
2	17	13	0.8114158565805226
2	17	14	0.3635462944310849
2	17	15	0.7314391490538373
2	17	16	0.6481590557814846
2	17	17	0.7566491981655099
2	17	18	0.741175443883173
2	17	19	0.8096772325038556
2	17	20	0.6971882547434961
2	18	1	1.2880536144303891
2	18	2	1.2030975983137133
2	18	3	1.4629827342296864
2	18	4	1.5131536098891407
2	18	5	1.340565797620618
2	18	6	1.1188105272058302
2	18	7	1.471679019343992
2	18	8	1.235206958735764
2	18	9	1.2903949219611637
2	18	10	1.3790301356261996
2	18	11	1.5138225548979334
2	18	12	1.106769517047561
2	18	13	1.5609831780178203
2	18	14	0.6993820066927925
2	18	15	1.407125825995494
2	18	16	1.2469134963896367
2	18	17	1.4556243391329666
2	18	18	1.4258562862416901
2	18	19	1.557638452973857
2	18	20	1.341234742629411
2	19	1	1.2002029243864476
2	19	2	1.1210412669483387
2	19	3	1.3632011402924753
2	19	4	1.4099501505905712
2	19	5	1.2491335551651213
2	19	6	1.0425029296475377
2	19	7	1.3713043020774784
2	19	8	1.1509606335391198
2	19	9	1.2023845448670256
2	19	10	1.2849744630603281
2	19	11	1.410573470727879
2	19	12	1.0312831671759948
2	19	13	1.4545175404080892
2	19	14	0.6516812035554562
2	19	15	1.311153908827262
2	19	16	1.161868735942009
2	19	17	1.3563446187820878
2	19	18	1.3286068726718843
2	19	19	1.4514009397215497
2	19	20	1.2497568753024295
2	20	1	0.8792686116247659
2	20	2	0.8212747847349474
2	20	3	0.9986810977010453
2	20	4	1.0329294206674735
2	20	5	0.9151151896629606
2	20	6	0.7637376021513481
2	20	7	1.004617473681893
2	20	8	0.8431937114334614
2	20	9	0.8808668666965325
2	20	10	0.9413722372705556
2	20	11	1.0333860649736926
2	20	12	0.7555180046394054
2	20	13	1.065579488562135
2	20	14	0.4774216221520086
2	20	15	0.9605512981317553
2	20	16	0.8511849867922947
2	20	17	0.993658010332636
2	20	18	0.9733373387058886
2	20	19	1.06329626703104
2	20	20	0.9155718339691797
3	1	1	1.508373715538207
3	1	2	1.408886069797697
3	1	3	1.7132242616889426
3	1	4	1.771976808386094
3	1	5	1.5698680477478923
3	1	6	1.3101817913464822
3	1	7	1.723408036449782
3	1	8	1.4464876996838738
3	1	9	1.5111155010507409
3	1	10	1.6149116668823753
3	1	11	1.7727601756753897
3	1	12	1.2960811801391656
3	1	13	1.8279875695707122
3	1	14	0.8190105009582941
3	1	15	1.6478130930327803
3	1	16	1.4601966272465428
3	1	17	1.7046072215066936
3	1	18	1.66974737713305
3	1	19	1.8240707331242354
3	1	20	1.5706514150371877
3	2	1	1.4980423887194518
3	2	2	1.3992361652100413
3	2	3	1.701489848937648
3	2	4	1.7598399809313945
3	2	5	1.5591155268729067
3	2	6	1.301207943460547
3	2	7	1.7116038718165645
3	2	8	1.436580249686039
3	2	9	1.5007653948791604
3	2	10	1.6038506280681124
3	2	11	1.7606179826913113
3	2	12	1.287203911782048
3	2	13	1.815467106765433
3	2	14	0.8134008399928263
3	2	15	1.6365267019846106
3	2	16	1.45019528048458
3	2	17	1.6929318295785654
3	2	18	1.658310751262276
3	2	19	1.8115770979658496
3	2	20	1.5598935286328235
3	3	1	0.9213665099271363
3	3	2	0.860596036408182
3	3	3	1.0464962644563216
3	3	4	1.0823843393690897
3	3	5	0.958929361669167
3	3	6	0.8003040705547315
3	3	7	1.0527168641078681
3	3	8	0.8835644043523536
3	3	9	0.9230412867563988
3	3	10	0.9864435524356227
3	3	11	1.0828628470345933
3	3	12	0.7916909325756671
3	3	13	1.1165976374525954
3	3	14	0.500279764283989
3	3	15	1.006540874386773
3	3	16	0.8919382884986664
3	3	17	1.041232680135782
3	3	18	1.019939089020873
3	3	19	1.1142050991250776
3	3	20	0.9594078693346708
3	4	1	1.4194616907949835
3	4	2	1.3258384060736317
3	4	3	1.6122371943747749
3	4	4	1.6675265357456517
3	4	5	1.4773312014298348
3	4	6	1.2329523125705584
3	4	7	1.6218206802123936
3	4	8	1.3612235845509928
3	4	9	1.4220418600589575
3	4	10	1.5197196964808406
3	4	11	1.66826372696393
3	4	12	1.2196828706415477
3	4	13	1.7202357078525548
3	4	14	0.7707334187100261
3	4	15	1.5506817276485316
3	4	16	1.3741244308708642
3	4	17	1.6041280909737128
3	4	18	1.5713230817603256
3	4	19	1.7165497517611628
3	4	20	1.4780683926481133
3	5	1	1.6229575220734878
3	5	2	1.5159122843153299
3	5	3	1.84336956674875
3	5	4	1.9065852583382128
3	5	5	1.6891232792704591
3	5	6	1.4097099224450313
3	5	7	1.8543269532909237
3	5	8	1.5563703269325864
3	5	9	1.6259075876809963
3	5	10	1.7375886428223812
3	5	11	1.9074281342260726
3	5	12	1.3945381564635606
3	5	13	1.966850884320168
3	5	14	0.8812267407571183
3	5	15	1.7729894301124807
3	5	16	1.571120654970128
3	5	17	1.8340979319822952
3	5	18	1.796589954972547
3	5	19	1.9626365048808705
3	5	20	1.689966155158319
3	6	1	1.3803278770875789
3	6	2	1.2892857371809976
3	6	3	1.5677886612259335
3	6	4	1.6215537044778516
3	6	5	1.4366019556912533
3	6	6	1.198960464517775
3	6	7	1.5771079353895996
3	6	8	1.323695364862225
3	6	9	1.382836912439335
3	6	10	1.4778218221843906
3	6	11	1.6222705717212107
3	6	12	1.1860568541373147
3	6	13	1.672809712378014
3	6	14	0.7494847029317391
3	6	15	1.5079302464054647
3	6	16	1.336240541621006
3	6	17	1.5599031215489856
3	6	18	1.528002529219514
3	6	19	1.669225376161219
3	6	20	1.437318822934612
3	7	1	1.3471424030636994
3	7	2	1.2582890739600436
3	7	3	1.5300963051157157
3	7	4	1.582568743562757
3	7	5	1.4020635553049359
3	7	6	1.1701353773690146
3	7	7	1.5391915277798698
3	7	8	1.2918714345661495
3	7	9	1.3495911168578947
3	7	10	1.4422924247810005
3	7	11	1.583268376075384
3	7	12	1.1575419921417247
3	7	13	1.6325924682156026
