cycle_1_lane	cycle_2_lane	cycle_3_lane	tag_imbalance
6	4	12	0.8024856060253838
6	4	13	1.131822400519935
6	4	14	0.5071010583859406
6	4	15	1.0202650179960078
6	4	16	0.9040998305417438
6	4	17	1.0554298450959412
6	4	18	1.033845916738051
6	4	19	1.1293972400302845
6	4	20	0.9724893563498908
6	5	1	1.0678185961319122
6	5	2	0.9973885978412069
6	5	3	1.212837844580884
6	5	4	1.254430363256497
6	5	5	1.1113520990123875
6	5	6	0.9275131664661767
6	5	7	1.220047214484657
6	5	8	1.0240078097935994
6	5	9	1.069759580336774
6	5	10	1.143239696663691
6	5	11	1.2549849301721723
6	5	12	0.9175309619840295
6	5	13	1.2940818977272486
6	5	14	0.5797997103380494
6	5	15	1.1665315071220344
6	5	16	1.0337127308179093
6	5	17	1.2067376085084607
6	5	18	1.18205938076093
6	5	19	1.2913090631488744
6	5	20	1.1119066659280623
6	6	1	0.9081813638783952
6	6	2	0.8482805416438816
6	6	3	1.0315204584793822
6	6	4	1.066894959798977
6	6	5	0.945206675259571
6	6	6	0.7888513794269625
6	6	7	1.037652038708112
6	6	8	0.8709202224884222
6	6	9	0.9098321739399763
6	6	10	0.9723271262712605
6	6	11	1.0673666198165714
6	6	12	0.7803614991102596
6	6	13	1.1006186510569906
6	6	14	0.49312054839515046
6	6	15	0.9921368470102334
6	6	16	0.8791742727963275
6	6	17	1.0263321982858415
6	6	18	1.005343327502882
6	6	19	1.0982603509690176
6	6	20	0.9456783352771656
6	7	1	0.8863471101766239
6	7	2	0.8278864075059248
6	7	3	1.0067209192190478
6	7	4	1.0412449562293034
6	7	5	0.9224822689140245
6	7	6	0.7698860253286957
6	7	7	1.0127050856341586
6	7	8	0.8499817911924882
6	7	9	0.8879582319037691
6	7	10	0.9489506972885537
6	7	11	1.0417052767227735
6	7	12	0.7616002564462344
6	7	13	1.0741578715124134
6	7	14	0.48126507592296036
6	7	15	0.9682841580142969
6	7	16	0.8580373998282146
6	7	17	1.001657393790877
6	7	18	0.9811731318314588
6	7	19	1.071856269045063
6	7	20	0.9229425894074947
6	8	1	0.8074554199145632
6	8	2	0.7541981681206659
6	8	3	0.9171150367972734
6	8	4	0.9485661697464254
6	8	5	0.8403742724013423
6	8	6	0.7013602647660904
6	8	7	0.9225665665084597
6	8	8	0.7743268932081231
6	8	9	0.8089231394521903
6	8	10	0.8644868076623589
6	8	11	0.9489855181857474
6	8	12	0.6938119928582939
6	8	13	0.9785495831579504
6	8	14	0.43842879331117934
6	8	15	0.8820994421138842
6	8	16	0.7816654908962585
6	8	17	0.912502203964731
6	8	18	0.8938411984149008
6	8	19	0.9764528409613402
6	8	20	0.8407936208406644
6	9	1	0.9141548861175591
6	9	2	0.8538600689080394
6	9	3	1.0383052380883417
6	9	4	1.0739124136057743
6	9	5	0.9514237298258054
6	9	6	0.7940400140387524
6	9	7	1.0444771485113635
6	9	8	0.8766486612391964
6	9	9	0.9158165543083726
6	9	10	0.9787225643891707
6	9	11	1.0743871759460069
6	9	12	0.7854942919145684
6	9	13	1.1078579209323938
6	9	14	0.4963640267130138
6	9	15	0.9986625826789332
6	9	16	0.8849570021932642
6	9	17	1.0330828523457847
6	9	18	1.0119559282054413
6	9	19	1.1054841092312317
6	9	20	0.9518984921660381
6	10	1	0.6185685270416922
6	10	2	0.577769668078153
6	10	3	0.7025756264036255
6	10	4	0.7266694407521722
6	10	5	0.6437867193931711
6	10	6	0.5372920599725942
6	10	7	0.7067518875573736
6	10	8	0.5931897092612228
6	10	9	0.6196929050446245
6	10	10	0.6622586437270571
6	10	11	0.7269906916101531
6	10	12	0.531509544528943
6	10	13	0.749638877097787
6	10	14	0.3358677720187428
6	10	15	0.6757511797622433
6	10	16	0.5988115992758838
6	10	17	0.6990418669658386
6	10	18	0.6847462037857008
6	10	19	0.7480326228078839
6	10	20	0.644107970251152
6	11	1	1.0157047641833448
6	11	2	0.9487120323987253
6	11	3	1.153646491440652
6	11	4	1.1932091283213324
6	11	5	1.0571136574517905
6	11	6	0.8822468024391815
6	11	7	1.1605040151666366
6	11	8	0.9740321200023608
6	11	9	1.01755102057111
6	11	10	1.0874450123936459
6	11	11	1.1937366301464083
6	11	12	0.8727517695878182
6	11	13	1.2309255088142481
6	11	14	0.5515031581166902
6	11	15	1.1096000890468274
6	11	16	0.9832634019411866
6	11	17	1.1478439713648187
6	11	18	1.1243701401489479
6	11	19	1.2282879996888696
6	11	20	1.0576411592768666
6	12	1	0.5139288960935803
6	12	2	0.4800317422094543
6	12	3	0.5837250042880604
6	12	4	0.6037430085503395
6	12	5	0.5348810738880991
6	12	6	0.4464014950488253
6	12	7	0.587194791693522
6	12	8	0.49284326493731295
6	12	9	0.5148630696258201
6	12	10	0.5502282104891798
6	12	11	0.6040099152738366
6	12	12	0.4415971740258783
6	12	13	0.622826839280379
6	12	14	0.2790509794161715
6	12	15	0.5614382928760563
6	12	16	0.4975141325985114
6	12	17	0.5807890303295927
6	12	18	0.5689116811339737
6	12	19	0.6214923056628937
6	12	20	0.5351479806115963
6	13	1	0.5985881250693165
6	13	2	0.5591071113670038
6	13	3	0.679881708401244
6	13	4	0.7031972676742633
6	13	5	0.6229917437750767
6	13	6	0.5199369717883312
6	13	7	0.6839230720085674
6	13	8	0.5740290693017361
6	13	9	0.5996761845020575
6	13	10	0.6408670058843915
6	13	11	0.7035081417979036
6	13	12	0.5143412375628066
6	13	13	0.7254247675145418
6	13	14	0.3250188962658896
6	13	15	0.6539237190772824
6	13	16	0.5794693664654407
6	13	17	0.6764620930412012
6	13	18	0.6626281945392097
6	13	19	0.7238703968963406
6	13	20	0.623302617898717
6	14	1	0.745866345793529
6	14	2	0.6966713180522782
6	14	3	0.8471616194497263
6	14	4	0.8762138011866852
6	14	5	0.7762742960115462
6	14	6	0.647863652734187
6	14	7	0.8521973309507991
6	14	8	0.715264714363932
6	14	9	0.7472221142745871
6	14	10	0.7985476353432147
6	14	11	0.8766011636098447
6	14	12	0.6408911291173168
6	14	13	0.9039102144425862
6	14	14	0.4049874134132093
6	14	15	0.8148168571159118
6	14	16	0.7220435567692226
6	14	17	0.8429006327949722
6	14	18	0.8256630049643764
6	14	19	0.901973402326789
6	14	20	0.7766616584347056
6	15	1	0.8855231760746702
6	15	2	0.8271168175384547
6	15	3	1.0057850875488465
6	15	4	1.0402770315662966
6	15	5	0.9216247441462682
6	15	6	0.7691703515891385
6	15	7	1.011763691178538
6	15	8	0.8491916617096228
6	15	9	0.887132800128818
6	15	10	0.94806856789298
6	15	11	1.040736924153196
6	15	12	0.7608922850249504
6	15	13	1.0731593515295992
6	15	14	0.48081769960325516
6	15	15	0.9673840565427521
6	15	16	0.8572397819803611
6	15	17	1.0007262690929537
6	15	18	0.9802610489759335
6	15	19	1.0708598885951024
6	15	20	0.9220846367331675
6	16	1	0.6373130278611373
6	16	2	0.5952778398380969
6	16	3	0.7238657969007051
6	16	4	0.7486897268355714
6	16	5	0.6632954078596309
6	16	6	0.5535736375475214
6	16	7	0.7281686114227487
6	16	8	0.6111651549964114
6	16	9	0.6384714779247646
6	16	10	0.682327087476362
6	16	11	0.7490207125680364
6	16	12	0.5476158943631535
6	16	13	0.7723552067068108
6	16	14	0.346045583292038
6	16	15	0.6962284882398871
6	16	16	0.616957405314547
6	16	17	0.7202249538435914
6	16	18	0.7054960887489039
6	16	19	0.7707002780444864
6	16	20	0.6636263935920959
6	17	1	0.5431785567129346
6	17	2	0.5073521860546417
6	17	3	0.6169470285802064
6	17	4	0.6381043340870723
6	17	5	0.565323203143454
6	17	6	0.47180791280310724
6	17	7	0.6206142948680634
6	17	8	0.5208928615790357
6	17	9	0.5441658976365882
6	17	10	0.5815438040320512
6	17	11	0.6383864314938307
6	17	12	0.46673015948145946
6	17	13	0.6582742986702844
6	17	14	0.29493283876570914
6	17	15	0.593391895115896
6	17	16	0.5258295661973046
6	17	17	0.6138439571058663
6	17	18	0.6012906225051259
6	17	19	0.6568638116364934
6	17	20	0.5656053005502123
6	18	1	1.044954424802699
6	18	2	0.9760324762439129
6	18	3	1.186868515732798
6	18	4	1.2275704538580654
6	18	5	1.0875557867071455
6	18	6	0.9076532201934636
6	18	7	1.1939235183411776
6	18	8	1.0020817166440839
6	18	9	1.0468538485818781
6	18	10	1.1187606059365172
6	18	11	1.2281131463664023
6	18	12	0.8978847550433994
6	18	13	1.2663729682041538
6	18	14	0.5673850174662277
6	18	15	1.141553691286667
6	18	16	1.0115788355399797
6	18	17	1.1808988981410922
6	18	18	1.1567490815201
6	18	19	1.2636595056624693
6	18	20	1.0880984792154824
6	19	1	0.9736841249837092
6	19	2	0.9094629440577517
6	19	3	1.1059190762603852
6	19	4	1.143844970507998
6	19	5	1.0133798942962104
6	19	6	0.8457474417217624
6	19	7	1.1124928979299715
6	19	8	0.9337355163762239
6	19	9	0.9754540000485978
6	19	10	1.04245641321938
6	19	11	1.1443506490979665
6	19	12	0.8366452271023355
6	19	13	1.1800009896907222
6	19	14	0.5286869658117205
6	19	15	1.0636949139980434
6	19	16	0.9425848917006668
6	19	17	1.1003566117707353
6	19	18	1.0778539145171517
6	19	19	1.1774725967408812
6	19	20	1.0138855728861784
6	20	1	0.7133209487663602
6	20	2	0.6662725143372106
6	20	3	0.8101962684767747
6	20	4	0.8379807769979263
6	20	5	0.7424020676851655
6	20	6	0.6195945400216762
6	20	7	0.8150122499537744
6	20	8	0.6840545997907475
6	20	9	0.714617559164014
6	20	10	0.7637035242180481
6	20	11	0.8383512371115417
6	20	12	0.6129262579765999
6	20	13	0.864468675121424
6	20	14	0.38731604878485054
6	20	15	0.779262848989893
6	20	16	0.6905376517790162
6	20	17	0.806121207227006
6	20	18	0.7896357321711228
6	20	19	0.8626163745533472
6	20	20	0.7427725277987808
7	1	1	1.3331526376886886
7	1	2	1.2452220300613384
7	1	3	1.5142066053623278
7	1	4	1.566134129551708
7	1	5	1.38750344634024
7	1	6	1.1579837894231795
7	1	7	1.5232073762218203
7	1	8	1.2784556455425415
7	1	9	1.3355759221508599
7	1	10	1.427314548218765
7	1	11	1.5668264965409
7	1	12	1.1455211836177281
7	1	13	1.6156383692789171
7	1	14	0.7238696871999606
7	1	15	1.4563939617648178
7	1	16	1.290572067853397
7	1	17	1.5065905684812186
7	1	18	1.4757802374621865
7	1	19	1.6121765343329586
7	1	20	1.3881958133294319
7	2	1	1.324021455238766
7	2	2	1.2366931120472193
7	2	3	1.5038353272434075
7	2	4	1.5554071834588878
7	2	5	1.3779999980776352
7	2	6	1.1500523936052123
7	2	7	1.5127744489874244
7	2	8	1.2696991000251268
7	2	9	1.326428141862155
7	2	10	1.4175384211761706
7	2	11	1.5560948082084278
7	2	12	1.137675148113497
7	2	13	1.6045723530509792
7	2	14	0.7189116756437964
7	2	15	1.4464186606568394
7	2	16	1.2817325331420721
7	2	17	1.4962714549984706
7	2	18	1.465672153643952
7	2	19	1.6011342293032806
7	2	20	1.3786876228271752
7	3	1	0.8143354530339996
7	3	2	0.7606244156227724
7	3	3	0.9249294395145974
7	3	4	0.9566485560960307
7	3	5	0.8475347950558999
7	3	6	0.7073362997659643
7	3	7	0.9304274197220458
7	3	8	0.7809246502348898
7	3	9	0.8158156784744666
7	3	10	0.8718527844349988
7	3	11	0.95707147765045
7	3	12	0.6997237117864203
7	3	13	0.9868874472369972
7	3	14	0.4421644851451813
7	3	15	0.8896154897206016
7	3	16	0.7883257774372242
7	3	17	0.9202773024159872
7	3	18	0.9014572932443367
7	3	19	0.9847728394649018
7	3	20	0.847957716610319
7	4	1	1.2545691281196583
7	4	2	1.1718216447277099
7	4	3	1.4249507573085913
7	4	4	1.4738173813589546
7	4	5	1.305716194625705
7	4	6	1.0897257163230998
7	4	7	1.4334209721439877
7	4	8	1.2030962841199422
7	4	9	1.256849570575342
7	4	10	1.3431806063976504
7	4	11	1.4744689363462928
7	4	12	1.0779977265510126
7	4	13	1.520403562953634
7	4	14	0.6812007392620631
7	4	15	1.3705459158658537
7	4	16	1.2144984963983603
7	4	17	1.4177836524478715
7	4	18	1.3887894555113227
7	4	19	1.5171457880169432
7	4	20	1.3063677496130435
7	5	1	1.4344257521332837
7	5	2	1.339815484399746
7	5	3	1.629233508135805
7	5	4	1.685105713490256
7	5	5	1.4929053270709431
7	5	6	1.2459501794042678
7	5	7	1.6389180237305765
7	5	8	1.375573695826595
7	5	9	1.4370331217164916
7	5	10	1.535740684509356
7	5	11	1.6858506762283156
7	5	12	1.2325408501191992
7	5	13	1.7383705492615
7	5	14	0.7788585426410534
7	5	15	1.5670291195078487
7	5	16	1.388610543742634
7	5	17	1.6210389180171518
7	5	18	1.5878880761735106
7	5	19	1.734645735571203
7	5	20	1.4936502898090025
7	6	1	1.2199813158093455
7	6	2	1.1395151370984722
7	6	3	1.3856656129187428
7	6	4	1.433185009795243
7	6	5	1.2697182845400825
7	6	6	1.0596825503459522
7	6	7	1.3939023083773363
7	6	8	1.1699275510994325
7	6	9	1.2221988876635823
7	6	10	1.3061498221453993
7	6	11	1.4338186017535963
7	6	12	1.0482778950955924
7	6	13	1.4784868348175064
7	6	14	0.6624203924584113
7	6	15	1.3327606843962394
7	6	16	1.1810154103706156
7	6	17	1.3786961013768562
7	6	18	1.3505012592301326
7	6	19	1.4753188750257398
7	6	20	1.270351876498436
7	7	1	1.1906508509702007
7	7	2	1.1121192186288786
7	7	3	1.3523518104761512
7	7	4	1.3987287587092152
7	7	5	1.2391920567874746
7	7	6	1.034205945597331
7	7	7	1.3603904815032155
7	7	8	1.1418004654980398
7	7	9	1.1928151085544103
7	7	10	1.2747477170994903
7	7	11	1.3993471180189896
7	7	12	1.0230754780213955
7	7	13	1.44294144935807
7	7	14	0.6464946583689145
7	7	15	1.3007188081100065
7	7	16	1.1526217534190881
7	7	17	1.345549858068635
7	7	18	1.3180328687836833
7	7	19	1.4398496528091989
7	7	20	1.2398104160972487
7	8	1	1.084673794051403
7	8	2	1.0131320792528946
7	8	3	1.2319821280656549
7	8	4	1.2742311722380022
7	8	5	1.1288944602851267
7	8	6	0.9421536850433507
7	8	7	1.2393052957221953
7	8	8	1.040171467523197
7	8	9	1.0866454161127792
7	8	10	1.1612853941505934
7	8	11	1.274794492826967
7	8	12	0.9320139144419873
7	8	13	1.3145085943489738
7	8	14	0.588951675762525
7	8	15	1.1849448588871079
7	8	16	1.0500295778300783
7	8	17	1.2257856015870439
7	8	18	1.2007178353781178
7	8	19	1.3116919914041507
7	8	20	1.1294577808740915
7	9	1	1.2280056882653383
7	9	2	1.1470102468684553
7	9	3	1.3947797664171875
7	9	4	1.4426117199980242
7	9	5	1.278069799679947
7	9	6	1.0666525648526504
7	9	7	1.4030706383711995
7	9	8	1.1776226971601906
7	9	9	1.2302378460991108
7	9	10	1.3147409640919214
7	9	11	1.443249479379102
7	9	12	1.0551728959932498
7	9	13	1.488211515745088
7	9	14	0.6667774329168585
7	9	15	1.34152685809719
7	9	16	1.1887834863290525
7	9	17	1.3877644132253317
7	9	18	1.3593841207673687
7	9	19	1.485022718839699
7	9	20	1.2787075590610248
7	10	1	0.8309376029429498
7	10	2	0.7761315392848066
7	10	3	0.9437863088217249
7	10	4	0.9761520944466124
7	10	5	0.8648137918969988
7	10	6	0.7217570194349954
7	10	7	0.9493963783300386
7	10	8	0.7968456420847347
7	10	9	0.8324480062721111
7	10	10	0.8896275608760794
7	10	11	0.9765836382549444
7	10	12	0.7139892308850223
7	10	13	1.0070074767423387
7	10	14	0.45117905161093425
7	10	15	0.9077524008260165
7	10	16	0.8043976587305418
7	10	17	0.9390393269300746
7	10	18	0.9198356274593078
7	10	19	1.0048497577006794
7	10	20	0.8652453357053308
7	11	1	1.3644200200172112
7	11	2	1.274427112958169
7	11	3	1.549720375890751
7	11	4	1.6028657934453034
7	11	5	1.4200455570576427
7	11	6	1.1851428114665208
7	11	7	1.5589322482668733
7	11	8	1.3084401801930823
7	11	9	1.3669001395030902
7	11	10	1.4607903771827997
7	11	11	1.6035743990126974
7	11	12	1.1723879112534283
7	11	13	1.6535310915139767
7	11	14	0.7408471207104619
7	11	15	1.490551811013349
7	11	16	1.3208407776224782
7	11	17	1.5419257146494165
7	11	18	1.510392766900382
7	11	19	1.6499880636770068
7	11	20	1.420754162625037
7	12	1	0.6903727337138393
7	12	2	0.6448378922795845
7	12	3	0.7841314820213797
7	12	4	0.8110221364116875
7	12	5	0.7185182853090283
7	12	6	0.5996615929038672
7	12	7	0.7887925287823665
7	12	8	0.6620479110893817
7	12	9	0.6916276309187204
7	12	10	0.739134453674931
7	12	11	0.8113806784702252
7	12	12	0.5932078358501933
7	12	13	0.8366578935971145
7	12	14	0.3748557222008927
7	12	15	0.7541932201335037
7	12	16	0.6683223971137868
7	12	17	0.780187519377468
7	12	18	0.7642323977725518
7	12	19	0.8348651833044273
7	12	20	0.7188768273675658
7	13	1	0.8040974605901472
7	13	2	0.7510616893645181
7	13	3	0.9133010367752022
7	13	4	0.9446213741131722
7	13	5	0.8368794136705556
7	13	6	0.6984435226367287
7	13	7	0.918729895247117
7	13	8	0.7711067052608187
7	13	9	0.8055590763325858
7	13	10	0.8608916722963326
7	13	11	0.9450389786110117
7	13	12	0.6909266416756159
7	13	13	0.9744800957087034
7	13	14	0.43660550249130026
7	13	15	0.8784310612055958
7	13	16	0.7784147839730118
7	13	17	0.9087073872989667
7	13	18	0.8901239871451044
7	13	19	0.9723920732195053
7	13	20	0.8372970181683953
7	14	1	1.0019397470051352
7	14	2	0.9358549130037578
7	14	3	1.1380120626851367
7	14	4	1.1770385394576037
7	14	5	1.0427874593603172
7	14	6	0.8702904320260134
7	14	7	1.1447766519923643
7	14	8	0.9608318581381367
7	14	9	1.0037609825878504
7	14	10	1.0727077582192088
7	14	11	1.1775588924812368
7	14	12	0.8609240776006214
7	14	13	1.2142437806473556
7	14	14	0.5440290862081895
7	14	15	1.0945625852117902
7	14	16	0.9699380360517125
7	14	17	1.1322881794251751
7	14	18	1.1091324698735112
7	14	19	1.2116420155291912
7	14	20	1.0433078123839503
7	15	1	1.1895440409762708
7	15	2	1.111085410384743
7	15	3	1.351094685855676
7	15	4	1.3974285228191765
7	15	5	1.2380401236647347
7	15	6	1.0332445642860624
7	15	7	1.3591258842626828
7	15	8	1.1407390660413834
7	15	9	1.191706286701234
7	15	10	1.2735627320034184
7	15	11	1.3980463073120233
7	15	12	1.0221244434148222
7	15	13	1.4416001140577137
7	15	14	0.6458936872711977
7	15	15	1.2995096807029787
7	15	16	1.1515502946662002
7	15	17	1.3442990564343626
7	15	18	1.3168076465026854
7	15	19	1.4385111915934805
7	15	20	1.2386579081575813
7	16	1	0.8561175303048574
7	16	2	0.7996506768388918
7	16	3	0.9723858939375347
7	16	4	1.0057324609449947
7	16	5	0.8910202704393322
7	16	6	0.7436284442663588
7	16	7	0.9781659655521611
7	16	8	0.820992479723666
7	16	9	0.8576737034318722
7	16	10	0.9165859718117183
7	16	11	1.0061770818384275
7	16	12	0.7356252681845685
7	16	13	1.03752285482544
7	16	14	0.4648511440839929
7	16	15	0.9352600493358958
7	16	16	0.82877334535874
7	16	17	0.9674950641097739
7	16	18	0.9477094343520143
7	16	19	1.035299750358276
7	16	20	0.8914648913327651
7	17	1	0.7296644884983544
7	17	2	0.6815380849463987
7	17	3	0.8287594060482479
7	17	4	0.8571805105080642
7	17	5	0.7594119111662956
7	17	6	0.633790629453907
7	17	7	0.8336857308212828
7	17	8	0.699727591800681
7	17	9	0.7309908067064792
7	17	10	0.7812014245854884
7	17	11	0.8575594585675285
7	17	12	0.6269695643835511
7	17	13	0.8842752967597559
7	17	14	0.3961901961698414
7	17	15	0.7971172430829856
7	17	16	0.706359182841305
7	17	17	0.8245909773941416
7	17	18	0.8077277887479836
7	17	19	0.8823805564624349
7	17	20	0.75979085922576
7	18	1	1.4037117748017263
7	18	2	1.311127305624983
7	18	3	1.594348299917619
7	18	4	1.64902416754168
7	18	5	1.46093918291491
7	18	6	1.2192718480165607
7	18	7	1.6038254503057898
7	18	8	1.346119860904382
7	18	9	1.4062633152908492
7	18	10	1.502857348093357
7	18	11	1.6497531791100009
7	18	12	1.206149639786786
7	18	13	1.7011484946766182
7	18	14	0.7621815946794104
7	18	15	1.5334758339628312
7	18	16	1.3588775633499963
7	18	17	1.5863291726660902
7	18	18	1.5538881578758141
7	18	19	1.6975034368350141
7	18	20	1.4616681944832313
7	19	1	1.3079727103267809
7	19	2	1.2217028925072528
7	19	3	1.4856070202465177
7	19	4	1.5365537630533257
7	19	5	1.3612969677979065
7	19	6	1.1361123645918159
7	19	7	1.4944377889996978
7	19	8	1.25430880790361
7	19	9	1.3103502249910988
7	19	10	1.400356137283126
7	19	11	1.5372330529574165
7	19	12	1.1238851463181818
7	19	13	1.5851229911958158
7	19	14	0.7101975947269019
7	19	15	1.4288863132549383
7	19	16	1.2661963812251984
7	19	17	1.4781348313015192
7	19	18	1.44790643056948
7	19	19	1.581726541675362
7	19	20	1.3619762577019974
7	20	1	0.9582207522449
7	20	2	0.8950194873604014
7	20	3	1.088355640176368
7	20	4	1.125679221801072
7	20	5	0.9972861010120901
7	20	6	0.8323158702308987
7	20	7	1.0948250609913166
7	20	8	0.9189065796002118
7	20	9	0.9599625193873863
7	20	10	1.0259008469243633
7	20	11	1.126176869556068
7	20	12	0.8233582106409698
7	20	13	1.1612610362832898
7	20	14	0.5202907278483735
7	20	15	1.0468020526341975
7	20	16	0.9276154153126429
7	20	17	1.0828815148714115
7	20	18	1.0607361897740868
7	20	19	1.1587727975083093
7	20	20	0.9977837487670862
8	1	1	1.861466274095472
8	1	2	1.7386897397874352
8	1	3	2.1142699254462722
8	1	4	2.1867757527935385
8	1	5	1.9373557067189435
8	1	6	1.6168799498440285
8	1	7	2.1268376021864652
8	1	8	1.7850934692896854
8	1	9	1.8648498793716777
8	1	10	1.9929435076851807
8	1	11	2.187742497158168
8	1	12	1.5994785512806848
8	1	13	2.255897974864598
8	1	14	1.010731233220886
8	1	15	2.0335467709996498
8	1	16	1.802011495670714
8	1	17	2.1036357374353396
8	1	18	2.0606156132092956
8	1	19	2.2510642530414473
8	1	20	1.9383224510835737
8	2	1	1.8487165050948178
8	2	2	1.7267809059532746
8	2	3	2.0997886245870507
8	2	4	2.1717978366785133
8	2	5	1.924086147083882
8	2	6	1.6058054296396171
8	2	7	2.1122702213495717
8	2	8	1.7728668016918103
8	2	9	1.8520769349924195
8	2	10	1.979293209687337
8	2	11	2.1727579595063995
8	2	12	1.588523218737666
8	2	13	2.2404466188723746
8	2	14	1.0038084165549894
8	2	15	2.0196183684585556
8	2	16	1.7896689511798185
8	2	17	2.089227273480303
8	2	18	2.046501807639369
8	2	19	2.2356460047329434
8	2	20	1.9250462699117683
8	3	1	1.1370475808764993
8	3	2	1.0620514537555876
8	3	3	1.2914687402632585
8	3	4	1.3357577917126158
8	3	5	1.1834034547268266
8	3	6	0.9876458473206675
8	3	7	1.2991455091811472
8	3	8	1.0903964466831764
8	3	9	1.1391144032774694
8	3	10	1.2173583941713337
8	3	11	1.3363483123986073
8	3	12	0.9770164749728217
8	3	13	1.3779800207610031
8	3	14	0.6173893772040405
8	3	15	1.242160262982974
8	3	16	1.1007305586880263
8	3	17	1.2849730127173526
8	3	18	1.2586948421907338
8	3	19	1.3750274173310457
8	3	20	1.1839939754128181
8	4	1	1.7517409893625713
8	4	2	1.6362015940631442
8	4	3	1.9896429725972182
8	4	4	2.057874898955147
8	4	5	1.8231570722838708
8	4	6	1.5215719577818232
8	4	7	2.0014698398325925
8	4	8	1.679870026932219
8	4	9	1.7549251459259412
8	4	10	1.87546821582495
8	4	11	2.0587846579732534
8	4	12	1.5051962954559204
8	4	13	2.1229226687497067
8	4	14	0.9511530534295343
8	4	15	1.9136780945853904
8	4	16	1.6957908097490695
8	4	17	1.9796356233980552
8	4	18	1.9391513470923503
8	4	19	2.1183738736591784
8	4	20	1.8240668313019766
8	5	1	2.0028728030118153
8	5	2	1.8707695332208516
8	5	3	2.2748807167939966
8	5	4	2.3528944587965337
8	5	5	2.0845271863078043
8	5	6	1.7397064466565886
8	5	7	2.288403098741103
8	5	8	1.9206983281024754
8	5	9	2.0065134443052672
8	5	10	2.1443377218430832
8	5	11	2.3539346420232343
8	5	12	1.7209831485759794
8	5	13	2.4272675595056197
8	5	14	1.087511563515374
8	5	15	2.188025417364505
8	5	16	1.9389015345697345
8	5	17	2.263438701300291
8	5	18	2.2171505477121185
8	5	19	2.4220666433721174
8	5	20	2.085567369534505
8	6	1	1.70344640981464
8	6	2	1.5910923749943549
8	6	3	1.934789560251684
8	6	4	2.001140368216419
8	6	5	1.7728935888177297
8	6	6	1.4796230176135994
8	6	7	1.9462903669655713
8	6	8	1.6335568920917851
8	6	9	1.706542780852994
8	6	10	1.8237625415906935
8	6	11	2.002025045655949
8	6	12	1.463698823702063
8	6	13	2.0643948051428
8	6	14	0.9249302630284113
8	6	15	1.8609189940509452
8	6	16	1.6490387472835568
8	6	17	1.925058108416856
8	6	18	1.8856899623577796
8	6	19	2.0599714179451514
8	6	20	1.7737782662572594
8	7	1	1.6624926063579943
8	7	2	1.5528397572240211
8	7	3	1.8882738665826715
8	7	4	1.9530294861499782
8	7	5	1.730270154838442
8	7	6	1.4440503163509453
8	7	7	1.899498173974338
8	7	8	1.5942833537470975
8	7	9	1.6655145352711354
8	7	10	1.779916129840044
8	7	11	1.9538928944108755
8	7	12	1.4285089676547917
8	7	13	2.014763176804144
8	7	14	0.9026933367682591
8	7	15	1.8161792767977363
8	7	16	1.6093929983128026
8	7	17	1.8787763757127993
8	7	18	1.840354708102864
8	7	19	2.0104461354996572
8	7	20	1.7311335630993396
8	8	1	1.5145180146231318
8	8	2	1.414625109997249
8	8	3	1.7202030111559539
8	8	4	1.7791948839665146
8	8	5	1.5762628414981856
8	8	6	1.3155187636755068
8	8	7	1.7304282691097845
8	8	8	1.4523799085960079
8	8	9	1.5172709686876247
8	8	10	1.6214899439862822
8	8	11	1.7799814422706557
8	8	12	1.3013607142009722
8	8	13	1.835433802712583
8	8	14	0.8223467069792181
8	8	15	1.6545253927601964
8	8	16	1.466144678918472
8	8	17	1.711550869810405
8	8	18	1.6765490252761388
8	8	19	1.831501011191879
8	8	20	1.5770493998023265
8	9	1	1.7146507522697598
8	9	2	1.601557713818314
8	9	3	1.9475155519158478
8	9	4	2.0143027793478043
8	9	5	1.784554716981874
8	9	6	1.4893551717326272
8	9	7	1.9590920046707205
8	9	8	1.644301539374766
8	9	9	1.7177674895499178
8	9	10	1.835758258013041
8	9	11	2.0151932757135635
8	9	12	1.4733262371489577
8	9	13	2.0779732694996027
8	9	14	0.9310139504014717
8	9	15	1.8731591053749366
8	9	16	1.6598852257755559
8	9	17	1.9377200918924942
8	9	18	1.8980930036162
8	9	19	2.0735207876708057
8	9	20	1.7854452133476335
8	10	1	1.1602289790595064
8	10	2	1.0837038789086069
8	10	3	1.317798378189115
8	10	4	1.3629903664672054
8	10	5	1.2075299267905744
8	10	6	1.0077813386014152
8	10	7	1.3256316561573172
8	10	8	1.1126267514065846
8	10	9	1.162337938512484
8	10	10	1.242177117803777
8	10	11	1.363592926310913
8	10	12	0.9969352614146734
8	10	13	1.4060733952923181
8	10	14	0.6299763165965795
8	10	15	1.2674846312395076
8	10	16	1.1231715486714724
8	10	17	1.3111702199083282
8	10	18	1.284356306863328
8	10	19	1.4030605960737788
8	10	20	1.2081324866342824
8	11	1	1.9051245740068017
8	11	2	1.7794684738256208
8	11	3	2.163857410206635
8	11	4	2.238063768581348
8	11	5	1.9827938957723348
8	11	6	1.654801791756103
8	11	7	2.1767198456582517
8	11	8	1.8269605431854374
8	11	9	1.9085875373976218
8	11	10	2.0396854371929485
8	11	11	2.239053186693011
8	11	12	1.6369922657461717
8	11	13	2.308807163565241
