cycle_1_lane	cycle_2_lane	cycle_3_lane	readcount_000	readcount_001	readcount_010	readcount_011	readcount_100	readcount_101	readcount_110	readcount_111
5	7	19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	7	20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	8	1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	8	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	8	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	8	4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	8	5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	8	6	0.0000	0.0000	0.0000	0.0000	0.0000	51.3858	0.0000	1.6142
5	8	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	8	8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000
5	8	9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	8	10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	8	11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	210.0000
5	8	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	8	13	0.0000	11.3436	0.0000	0.0000	0.0000	0.0000	0.0000	1.6564
5	8	14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	8	15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	8	16	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	8	17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	8	18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	8	19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	8	20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	9	1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	9	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	9	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	9	4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	9	5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	9	6	0.0000	0.0000	0.0000	0.0000	0.0000	251.0755	0.0000	2.9245
5	9	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	9	8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	9	9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	9	10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	9	11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	9	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	9	13	0.0000	59.0893	0.0000	4.1611	0.0000	0.0000	0.0000	4.7496
5	9	14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	9	15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	9	16	0.0000	0.0000	0.0000	12.1627	0.0000	0.0000	0.0000	0.8373
5	9	17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	9	18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	9	19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	9	20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	10	1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	10	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	10	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	10	4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	10	5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	10	6	0.0000	0.0000	0.0000	0.0000	0.0000	73.6772	0.0000	1.3228
5	10	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	10	8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	10	9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	10	10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	10	11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	10	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	10	13	0.0000	11.2810	0.0000	0.0000	0.0000	0.0000	0.0000	0.7190
5	10	14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	10	15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	10	16	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	10	17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	10	18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	10	19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	10	20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	11	1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	11	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	11	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	11	4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	11	5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	11	6	0.0000	0.0000	0.0000	0.0000	0.0000	167.5931	0.0000	3.4069
5	11	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	11	8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	11	9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	11	10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000
5	11	11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	11	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	11	13	0.0000	43.7770	0.0000	1.2488	0.0000	0.0000	0.0000	11.9742
5	11	14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	11	15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	11	16	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	11	17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	11	18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	11	19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	11	20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	12	1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	12	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	12	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	12	4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	12	5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	12	6	0.0000	0.0000	0.0000	0.0000	0.0000	48.6637	0.0000	1.3363
5	12	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	12	8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	12	9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	12	10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	12	11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	12	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	12	13	0.0000	13.3307	0.0000	0.0000	0.0000	0.0000	0.0000	2.6693
5	12	14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	12	15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	12	16	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	12	17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	12	18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	12	19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	12	20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	13	1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	13	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	13	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000
5	13	4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	13	5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	13	6	0.0000	0.0000	0.0000	0.0000	0.0000	73.9118	0.0000	2.0882
5	13	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	13	8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	13	9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	13	10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	13	11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	13	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	13	13	0.0000	11.9177	0.0000	0.0000	0.0000	0.0000	0.0000	1.0823
5	13	14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	13	15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	13	16	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	13	17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	13	18	0.0000	0.0000	0.0000	0.8857	0.0000	0.0000	0.0000	3.1143
5	13	19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	13	20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	14	1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	14	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	14	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	14	4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	14	5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	14	6	0.0000	0.0000	0.0000	0.0000	0.0000	91.4359	0.0000	3.5641
5	14	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	14	8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	14	9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	14	10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	14	11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	14	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	14	13	0.0000	20.1885	0.0000	0.0000	0.0000	0.0000	0.0000	3.8115
5	14	14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	14	15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	14	16	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000
5	14	17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	14	18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	14	19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	14	20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	15	1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	15	2	0.0000	0.0000	0.0000	0.1938	0.0000	0.0000	0.0000	2.8062
5	15	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	15	4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	15	5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	15	6	0.0000	0.0000	0.0000	0.0000	0.0000	118.5509	0.0000	5.4491
5	15	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	15	8	0.0000	0.0000	0.0000	47.0450	0.0000	0.0000	0.0000	2.9550
5	15	9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	167.0000
5	15	10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	15	11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	15	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	15	13	0.0000	26.8919	0.0000	0.0000	0.0000	0.0000	0.0000	7.1081
5	15	14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	15	15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	15	16	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	15	17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	15	18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	15	19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000
5	15	20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000
5	16	1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	16	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	16	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	16	4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	16	5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	16	6	0.0000	0.0000	0.0000	0.0000	0.0000	58.0225	0.0000	2.9775
5	16	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	16	8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	16	9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	16	10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	16	11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	16	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	16	13	0.0000	5.4825	0.0000	0.0000	0.0000	0.0000	0.0000	0.5175
5	16	14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	16	15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	16	16	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	16	17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	16	18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	16	19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	16	20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	17	1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	17	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	17	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	17	4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	17	5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	17	6	0.0000	0.0000	0.0000	3.2998	0.0000	113.8438	0.0000	1.8565
5	17	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	17	8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	17	9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	17	10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	17	11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	17	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	17	13	0.0000	18.8649	0.0000	0.0280	0.0000	0.0000	0.0000	1.1070
5	17	14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	17	15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	17	16	0.0000	0.0000	0.0000	6.8611	0.0000	0.0000	0.0000	2.1389
5	17	17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	17	18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.0000
5	17	19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	17	20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	18	1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	18	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	18	3	0.0000	0.0000	0.0000	12.4144	0.0000	0.0000	0.0000	51.5856
5	18	4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	18	5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	18	6	0.0000	0.0000	0.0000	0.0000	0.0000	156.6285	0.0000	3.3715
5	18	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	18	8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	18	9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	18	10	0.0000	0.0000	0.0000	0.0550	0.0000	0.0000	0.0000	1.9450
5	18	11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	18	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	18	13	0.0000	38.6731	0.0000	0.0000	0.0000	0.0000	0.0000	6.3269
5	18	14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	18	15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	18	16	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	18	17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	18	18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	18	19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	18	20	0.0000	0.0000	0.0000	0.1533	0.0000	0.0000	0.0000	1.8467
5	19	1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	19	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	19	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	19	4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000
5	19	5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	19	6	0.0000	0.0000	0.0000	0.0000	0.0000	222.4646	0.0000	2.5354
5	19	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	19	8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	19	9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	19	10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	19	11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	19	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	19	13	0.0000	47.4373	0.0000	0.0000	0.0000	0.0000	0.0000	2.5627
5	19	14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	19	15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	19	16	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	19	17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000
5	19	18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	19	19	0.0000	0.0000	0.0000	0.0038	0.0000	0.0000	0.0000	2.9962
5	19	20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	20	1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	20	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	20	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	20	4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	20	5	0.0000	0.0000	0.0000	8.5525	0.0000	0.0000	0.0000	3.4475
5	20	6	0.0000	0.0000	0.0000	0.0000	0.0000	133.1576	0.0000	2.8424
5	20	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
5	20	8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	20	9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	20	10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	20	11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	20	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	20	13	0.0000	26.1825	0.0000	0.6206	0.0000	0.0000	0.0000	2.1969
5	20	14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	20	15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	20	16	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	20	17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000
5	20	18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	20	19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5	20	20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	1	1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	1	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	1	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
6	1	4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	1	5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	1	6	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	1	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	1	8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	1	9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	1	10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	1	11	0.0000	0.0000	0.0000	0.0000	0.0000	2.5950	0.0000	1.4050
6	1	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	1	13	0.0000	23.6731	0.0000	0.0000	0.0000	0.0000	0.0000	3.3269
6	1	14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	1	15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	1	16	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	1	17	0.0000	0.0000	0.0000	242.0796	0.0000	0.0000	0.0000	4.9204
6	1	18	0.0000	0.0000	0.0000	3.6798	0.0000	0.0000	0.0000	2.3202
6	1	19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	1	20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	2	1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	2	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
6	2	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000
6	2	4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
6	2	5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	2	6	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	2	7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000
6	2	8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	2	9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	2	10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000
6	2	11	0.0000	0.0000	0.0000	0.0000	0.0000	4.7357	0.0000	3.2643
6	2	12	0.0000	0.0000	0.0000	4.0164	0.0000	0.0000	0.0000	0.9836
6	2	13	0.0000	34.5789	0.0000	304.9144	0.0000	0.0000	0.0000	5.5067
6	2	14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6	2	15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
6	2	16	0.0000	0.0000	0.0000	6.1222	0.0000	0.0000	0.0000	7.8778
6	2	17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
6	2	18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	202.0000
6	2	19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000
6	2	20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
