cycle_1_lane	cycle_2_lane	cycle_3_lane	fraction_of_000	fraction_of_001	fraction_of_010	fraction_of_011	fraction_of_100	fraction_of_101	fraction_of_110	fraction_of_111
1	16	3	0.0092	0.0279	0.0433	0.1316	0.0341	0.1036	0.1609	0.4894
1	16	4	0.0080	0.0291	0.0376	0.1373	0.0296	0.1081	0.1399	0.5104
1	16	5	0.0078	0.0293	0.0367	0.1382	0.0289	0.1088	0.1365	0.5138
1	16	6	0.0049	0.0321	0.0233	0.1516	0.0184	0.1194	0.0868	0.5635
1	16	7	0.0111	0.0260	0.0522	0.1227	0.0411	0.0966	0.1942	0.4561
1	16	8	0.0100	0.0271	0.0470	0.1279	0.0370	0.1007	0.1748	0.4755
1	16	9	0.0099	0.0271	0.0470	0.1280	0.0370	0.1007	0.1746	0.4757
1	16	10	0.0076	0.0294	0.0361	0.1388	0.0284	0.1093	0.1342	0.5161
1	16	11	0.0087	0.0283	0.0413	0.1336	0.0325	0.1052	0.1535	0.4968
1	16	12	0.0143	0.0228	0.0673	0.1076	0.0530	0.0847	0.2502	0.4001
1	16	13	0.0059	0.0311	0.0281	0.1468	0.0221	0.1156	0.1044	0.5459
1	16	14	0.0109	0.0262	0.0514	0.1235	0.0405	0.0972	0.1913	0.4590
1	16	15	0.0073	0.0297	0.0346	0.1403	0.0273	0.1105	0.1287	0.5216
1	16	16	0.0102	0.0268	0.0483	0.1266	0.0381	0.0997	0.1797	0.4706
1	16	17	0.0092	0.0279	0.0432	0.1317	0.0340	0.1037	0.1607	0.4896
1	16	18	0.0098	0.0273	0.0462	0.1287	0.0364	0.1013	0.1718	0.4785
1	16	19	0.0177	0.0193	0.0837	0.0912	0.0659	0.0718	0.3112	0.3391
1	16	20	0.0111	0.0259	0.0524	0.1225	0.0413	0.0965	0.1948	0.4555
1	17	1	0.0209	0.0639	0.0313	0.0958	0.0776	0.2377	0.1164	0.3563
1	17	2	0.0337	0.0511	0.0505	0.0767	0.1252	0.1901	0.1877	0.2850
1	17	3	0.0210	0.0638	0.0315	0.0957	0.0780	0.2373	0.1170	0.3557
1	17	4	0.0182	0.0666	0.0273	0.0998	0.0678	0.2475	0.1017	0.3710
1	17	5	0.0178	0.0670	0.0267	0.1005	0.0662	0.2492	0.0992	0.3734
1	17	6	0.0113	0.0735	0.0170	0.1102	0.0421	0.2733	0.0631	0.4096
1	17	7	0.0253	0.0595	0.0380	0.0892	0.0942	0.2212	0.1412	0.3315
1	17	8	0.0228	0.0620	0.0342	0.0930	0.0848	0.2306	0.1271	0.3456
1	17	9	0.0228	0.0621	0.0341	0.0930	0.0847	0.2307	0.1269	0.3458
1	17	10	0.0175	0.0673	0.0262	0.1009	0.0651	0.2503	0.0976	0.3751
1	17	11	0.0200	0.0648	0.0300	0.0971	0.0745	0.2409	0.1116	0.3611
1	17	12	0.0326	0.0522	0.0489	0.0782	0.1213	0.1940	0.1819	0.2908
1	17	13	0.0136	0.0712	0.0204	0.1067	0.0506	0.2647	0.0759	0.3968
1	17	14	0.0249	0.0599	0.0374	0.0898	0.0927	0.2226	0.1390	0.3337
1	17	15	0.0168	0.0680	0.0252	0.1020	0.0624	0.2529	0.0935	0.3791
1	17	16	0.0234	0.0614	0.0351	0.0920	0.0871	0.2282	0.1306	0.3420
1	17	17	0.0210	0.0639	0.0314	0.0957	0.0779	0.2374	0.1168	0.3559
1	17	18	0.0224	0.0624	0.0336	0.0936	0.0833	0.2320	0.1249	0.3478
1	17	19	0.0406	0.0442	0.0608	0.0663	0.1509	0.1645	0.2262	0.2465
1	17	20	0.0254	0.0594	0.0381	0.0890	0.0945	0.2209	0.1416	0.3310
1	18	1	0.0161	0.0492	0.0361	0.1106	0.0597	0.1827	0.1343	0.4113
1	18	2	0.0259	0.0393	0.0583	0.0885	0.0963	0.1462	0.2166	0.3290
1	18	3	0.0161	0.0491	0.0363	0.1104	0.0600	0.1824	0.1350	0.4106
1	18	4	0.0140	0.0512	0.0316	0.1152	0.0521	0.1903	0.1174	0.4282
1	18	5	0.0137	0.0515	0.0308	0.1160	0.0509	0.1915	0.1145	0.4311
1	18	6	0.0087	0.0565	0.0196	0.1272	0.0323	0.2101	0.0728	0.4728
1	18	7	0.0195	0.0457	0.0438	0.1029	0.0724	0.1700	0.1629	0.3827
1	18	8	0.0175	0.0477	0.0395	0.1073	0.0652	0.1773	0.1467	0.3989
1	18	9	0.0175	0.0477	0.0394	0.1074	0.0651	0.1773	0.1465	0.3991
1	18	10	0.0135	0.0517	0.0303	0.1165	0.0500	0.1924	0.1126	0.4330
1	18	11	0.0154	0.0498	0.0347	0.1121	0.0572	0.1852	0.1288	0.4168
1	18	12	0.0251	0.0401	0.0565	0.0903	0.0933	0.1491	0.2100	0.3357
1	18	13	0.0105	0.0547	0.0236	0.1232	0.0389	0.2035	0.0876	0.4580
1	18	14	0.0192	0.0460	0.0432	0.1036	0.0713	0.1711	0.1605	0.3851
1	18	15	0.0129	0.0523	0.0290	0.1177	0.0480	0.1944	0.1080	0.4376
1	18	16	0.0180	0.0472	0.0406	0.1062	0.0670	0.1754	0.1508	0.3948
1	18	17	0.0161	0.0491	0.0363	0.1105	0.0599	0.1825	0.1348	0.4108
1	18	18	0.0172	0.0480	0.0388	0.1080	0.0640	0.1784	0.1442	0.4015
1	18	19	0.0312	0.0340	0.0702	0.0765	0.1160	0.1264	0.2611	0.2845
1	18	20	0.0195	0.0457	0.0440	0.1028	0.0726	0.1698	0.1635	0.3821
1	19	1	0.0243	0.0744	0.0279	0.0854	0.0903	0.2766	0.1037	0.3174
1	19	2	0.0392	0.0595	0.0450	0.0683	0.1457	0.2212	0.1672	0.2539
1	19	3	0.0244	0.0743	0.0280	0.0852	0.0908	0.2761	0.1042	0.3169
1	19	4	0.0212	0.0775	0.0244	0.0889	0.0789	0.2880	0.0906	0.3305
1	19	5	0.0207	0.0780	0.0238	0.0895	0.0770	0.2899	0.0884	0.3327
1	19	6	0.0132	0.0855	0.0151	0.0982	0.0489	0.3180	0.0562	0.3649
1	19	7	0.0295	0.0692	0.0338	0.0794	0.1096	0.2573	0.1258	0.2953
1	19	8	0.0265	0.0722	0.0305	0.0828	0.0986	0.2683	0.1132	0.3079
1	19	9	0.0265	0.0722	0.0304	0.0829	0.0985	0.2684	0.1131	0.3080
1	19	10	0.0204	0.0783	0.0234	0.0899	0.0757	0.2912	0.0869	0.3342
1	19	11	0.0233	0.0754	0.0267	0.0865	0.0866	0.2803	0.0994	0.3217
1	19	12	0.0380	0.0607	0.0436	0.0697	0.1412	0.2257	0.1620	0.2591
1	19	13	0.0158	0.0829	0.0182	0.0951	0.0589	0.3080	0.0676	0.3535
1	19	14	0.0290	0.0697	0.0333	0.0800	0.1079	0.2590	0.1238	0.2973
1	19	15	0.0195	0.0792	0.0224	0.0909	0.0726	0.2943	0.0833	0.3378
1	19	16	0.0273	0.0714	0.0313	0.0820	0.1014	0.2655	0.1164	0.3047
1	19	17	0.0244	0.0743	0.0280	0.0853	0.0907	0.2763	0.1040	0.3171
1	19	18	0.0261	0.0726	0.0299	0.0833	0.0969	0.2700	0.1113	0.3098
1	19	19	0.0472	0.0515	0.0542	0.0591	0.1756	0.1913	0.2015	0.2196
1	19	20	0.0296	0.0691	0.0339	0.0793	0.1099	0.2570	0.1262	0.2949
1	20	1	0.0184	0.0565	0.0338	0.1033	0.0686	0.2099	0.1255	0.3841
1	20	2	0.0297	0.0452	0.0544	0.0827	0.1105	0.1679	0.2023	0.3073
1	20	3	0.0185	0.0564	0.0339	0.1032	0.0689	0.2095	0.1261	0.3835
1	20	4	0.0161	0.0588	0.0295	0.1076	0.0599	0.2185	0.1096	0.4000
1	20	5	0.0157	0.0592	0.0288	0.1083	0.0584	0.2200	0.1070	0.4026
1	20	6	0.0100	0.0649	0.0183	0.1188	0.0371	0.2413	0.0680	0.4416
1	20	7	0.0224	0.0525	0.0409	0.0961	0.0831	0.1953	0.1522	0.3574
1	20	8	0.0201	0.0548	0.0369	0.1002	0.0748	0.2036	0.1370	0.3726
1	20	9	0.0201	0.0548	0.0368	0.1003	0.0748	0.2037	0.1368	0.3728
1	20	10	0.0155	0.0594	0.0283	0.1088	0.0575	0.2210	0.1052	0.4044
1	20	11	0.0177	0.0572	0.0324	0.1047	0.0657	0.2127	0.1203	0.3893
1	20	12	0.0288	0.0461	0.0527	0.0843	0.1071	0.1713	0.1961	0.3135
1	20	13	0.0120	0.0629	0.0220	0.1151	0.0447	0.2337	0.0818	0.4278
1	20	14	0.0220	0.0529	0.0403	0.0968	0.0819	0.1965	0.1499	0.3597
1	20	15	0.0148	0.0601	0.0271	0.1100	0.0551	0.2233	0.1009	0.4087
1	20	16	0.0207	0.0542	0.0379	0.0992	0.0769	0.2015	0.1408	0.3688
1	20	17	0.0185	0.0564	0.0339	0.1032	0.0688	0.2096	0.1259	0.3837
1	20	18	0.0198	0.0551	0.0362	0.1009	0.0736	0.2049	0.1346	0.3750
1	20	19	0.0358	0.0391	0.0656	0.0715	0.1332	0.1452	0.2439	0.2658
1	20	20	0.0224	0.0525	0.0411	0.0960	0.0834	0.1950	0.1527	0.3569
2	1	1	0.0170	0.0522	0.0433	0.1326	0.0525	0.1606	0.1334	0.4084
2	1	2	0.0275	0.0417	0.0699	0.1061	0.0846	0.1285	0.2151	0.3266
2	1	3	0.0171	0.0521	0.0435	0.1324	0.0527	0.1604	0.1341	0.4077
2	1	4	0.0149	0.0543	0.0378	0.1381	0.0458	0.1672	0.1165	0.4252
2	1	5	0.0145	0.0547	0.0369	0.1390	0.0447	0.1684	0.1137	0.4280
2	1	6	0.0092	0.0600	0.0235	0.1525	0.0284	0.1847	0.0723	0.4695
2	1	7	0.0207	0.0485	0.0525	0.1234	0.0636	0.1495	0.1618	0.3800
2	1	8	0.0186	0.0506	0.0473	0.1287	0.0573	0.1558	0.1456	0.3961
2	1	9	0.0186	0.0506	0.0472	0.1287	0.0572	0.1559	0.1455	0.3963
2	1	10	0.0143	0.0549	0.0363	0.1396	0.0440	0.1691	0.1118	0.4299
2	1	11	0.0163	0.0529	0.0415	0.1344	0.0503	0.1628	0.1279	0.4138
2	1	12	0.0266	0.0426	0.0677	0.1082	0.0820	0.1311	0.2085	0.3333
2	1	13	0.0111	0.0581	0.0283	0.1477	0.0342	0.1789	0.0870	0.4548
2	1	14	0.0204	0.0489	0.0517	0.1242	0.0627	0.1504	0.1593	0.3824
2	1	15	0.0137	0.0555	0.0348	0.1411	0.0422	0.1709	0.1072	0.4345
2	1	16	0.0191	0.0501	0.0486	0.1273	0.0589	0.1542	0.1497	0.3920
2	1	17	0.0171	0.0521	0.0435	0.1325	0.0526	0.1604	0.1338	0.4079
2	1	18	0.0183	0.0509	0.0465	0.1295	0.0563	0.1568	0.1431	0.3986
2	1	19	0.0331	0.0361	0.0842	0.0918	0.1020	0.1111	0.2592	0.2825
2	1	20	0.0207	0.0485	0.0527	0.1232	0.0638	0.1492	0.1623	0.3794
2	2	1	0.0231	0.0707	0.0373	0.1141	0.0711	0.2178	0.1147	0.3512
2	2	2	0.0373	0.0566	0.0601	0.0912	0.1147	0.1742	0.1850	0.2809
2	2	3	0.0232	0.0706	0.0374	0.1139	0.0715	0.2174	0.1153	0.3506
2	2	4	0.0202	0.0737	0.0326	0.1188	0.0621	0.2268	0.1002	0.3657
2	2	5	0.0197	0.0741	0.0318	0.1196	0.0606	0.2283	0.0978	0.3681
2	2	6	0.0125	0.0813	0.0202	0.1311	0.0385	0.2504	0.0622	0.4038
2	2	7	0.0280	0.0658	0.0452	0.1061	0.0863	0.2026	0.1391	0.3268
2	2	8	0.0252	0.0686	0.0407	0.1106	0.0777	0.2112	0.1252	0.3407
2	2	9	0.0252	0.0686	0.0406	0.1107	0.0776	0.2113	0.1251	0.3408
2	2	10	0.0194	0.0745	0.0312	0.1201	0.0596	0.2293	0.0962	0.3697
2	2	11	0.0222	0.0717	0.0357	0.1156	0.0682	0.2207	0.1100	0.3559
2	2	12	0.0361	0.0577	0.0582	0.0931	0.1112	0.1777	0.1793	0.2866
2	2	13	0.0151	0.0788	0.0243	0.1270	0.0464	0.2425	0.0748	0.3911
2	2	14	0.0276	0.0662	0.0445	0.1068	0.0850	0.2039	0.1370	0.3289
2	2	15	0.0186	0.0753	0.0299	0.1214	0.0572	0.2317	0.0922	0.3737
2	2	16	0.0259	0.0679	0.0418	0.1095	0.0798	0.2091	0.1288	0.3372
2	2	17	0.0232	0.0707	0.0374	0.1139	0.0714	0.2175	0.1151	0.3508
2	2	18	0.0248	0.0690	0.0400	0.1113	0.0763	0.2126	0.1231	0.3428
2	2	19	0.0449	0.0489	0.0724	0.0789	0.1383	0.1507	0.2229	0.2430
2	2	20	0.0281	0.0657	0.0453	0.1060	0.0866	0.2023	0.1396	0.3263
2	3	1	0.0174	0.0532	0.0430	0.1316	0.0536	0.1639	0.1323	0.4050
2	3	2	0.0280	0.0426	0.0693	0.1052	0.0864	0.1311	0.2134	0.3240
2	3	3	0.0175	0.0532	0.0432	0.1313	0.0538	0.1637	0.1330	0.4044
2	3	4	0.0152	0.0554	0.0375	0.1370	0.0468	0.1707	0.1156	0.4218
2	3	5	0.0148	0.0558	0.0366	0.1379	0.0457	0.1718	0.1128	0.4245
2	3	6	0.0094	0.0612	0.0233	0.1512	0.0290	0.1885	0.0717	0.4657
2	3	7	0.0211	0.0495	0.0521	0.1224	0.0650	0.1525	0.1605	0.3769
2	3	8	0.0190	0.0516	0.0469	0.1276	0.0585	0.1590	0.1445	0.3929
2	3	9	0.0190	0.0517	0.0469	0.1277	0.0584	0.1591	0.1443	0.3931
2	3	10	0.0146	0.0561	0.0360	0.1385	0.0449	0.1726	0.1109	0.4264
2	3	11	0.0167	0.0540	0.0412	0.1333	0.0513	0.1661	0.1269	0.4105
2	3	12	0.0272	0.0435	0.0672	0.1074	0.0837	0.1338	0.2068	0.3306
2	3	13	0.0113	0.0593	0.0280	0.1465	0.0349	0.1826	0.0863	0.4511
2	3	14	0.0208	0.0499	0.0513	0.1232	0.0640	0.1535	0.1580	0.3793
2	3	15	0.0140	0.0567	0.0345	0.1400	0.0430	0.1744	0.1063	0.4310
2	3	16	0.0195	0.0511	0.0482	0.1263	0.0601	0.1574	0.1485	0.3889
2	3	17	0.0175	0.0532	0.0431	0.1314	0.0537	0.1638	0.1328	0.4046
2	3	18	0.0187	0.0520	0.0461	0.1284	0.0575	0.1600	0.1420	0.3954
2	3	19	0.0338	0.0368	0.0835	0.0910	0.1041	0.1134	0.2571	0.2802
2	3	20	0.0212	0.0495	0.0523	0.1222	0.0652	0.1523	0.1610	0.3763
2	4	1	0.0138	0.0424	0.0465	0.1424	0.0426	0.1304	0.1432	0.4385
2	4	2	0.0223	0.0339	0.0750	0.1139	0.0687	0.1043	0.2310	0.3508
2	4	3	0.0139	0.0423	0.0468	0.1422	0.0428	0.1302	0.1440	0.4378
2	4	4	0.0121	0.0441	0.0406	0.1483	0.0372	0.1358	0.1251	0.4566
2	4	5	0.0118	0.0444	0.0397	0.1493	0.0363	0.1367	0.1221	0.4597
2	4	6	0.0075	0.0487	0.0252	0.1638	0.0231	0.1500	0.0776	0.5042
2	4	7	0.0168	0.0394	0.0564	0.1325	0.0517	0.1214	0.1737	0.4080
2	4	8	0.0151	0.0411	0.0508	0.1382	0.0465	0.1265	0.1564	0.4254
2	4	9	0.0151	0.0411	0.0507	0.1382	0.0465	0.1266	0.1562	0.4256
2	4	10	0.0116	0.0446	0.0390	0.1500	0.0357	0.1373	0.1201	0.4617
2	4	11	0.0133	0.0429	0.0446	0.1443	0.0409	0.1322	0.1374	0.4444
2	4	12	0.0216	0.0346	0.0727	0.1162	0.0666	0.1065	0.2239	0.3579
2	4	13	0.0090	0.0472	0.0303	0.1586	0.0278	0.1453	0.0934	0.4884
2	4	14	0.0165	0.0397	0.0556	0.1334	0.0509	0.1222	0.1711	0.4107
2	4	15	0.0111	0.0451	0.0374	0.1516	0.0342	0.1388	0.1151	0.4666
2	4	16	0.0155	0.0407	0.0522	0.1367	0.0478	0.1252	0.1608	0.4210
2	4	17	0.0139	0.0423	0.0467	0.1423	0.0428	0.1303	0.1437	0.4380
2	4	18	0.0148	0.0414	0.0499	0.1390	0.0457	0.1273	0.1537	0.4281
2	4	19	0.0269	0.0293	0.0904	0.0985	0.0828	0.0902	0.2784	0.3034
2	4	20	0.0168	0.0394	0.0566	0.1323	0.0518	0.1212	0.1743	0.4075
2	5	1	0.0100	0.0306	0.0504	0.1542	0.0308	0.0943	0.1551	0.4747
2	5	2	0.0161	0.0245	0.0812	0.1233	0.0497	0.0754	0.2500	0.3797
2	5	3	0.0101	0.0306	0.0506	0.1539	0.0310	0.0942	0.1558	0.4739
2	5	4	0.0087	0.0319	0.0440	0.1605	0.0269	0.0982	0.1355	0.4943
2	5	5	0.0085	0.0321	0.0429	0.1616	0.0263	0.0988	0.1322	0.4975
2	5	6	0.0054	0.0352	0.0273	0.1772	0.0167	0.1084	0.0840	0.5457
2	5	7	0.0121	0.0285	0.0611	0.1434	0.0374	0.0878	0.1881	0.4417
2	5	8	0.0109	0.0297	0.0550	0.1495	0.0336	0.0915	0.1693	0.4604
2	5	9	0.0109	0.0297	0.0549	0.1496	0.0336	0.0915	0.1691	0.4606
2	5	10	0.0084	0.0322	0.0422	0.1623	0.0258	0.0993	0.1300	0.4997
2	5	11	0.0096	0.0310	0.0483	0.1562	0.0295	0.0956	0.1487	0.4810
2	5	12	0.0156	0.0250	0.0787	0.1258	0.0481	0.0770	0.2423	0.3874
2	5	13	0.0065	0.0341	0.0328	0.1717	0.0201	0.1050	0.1011	0.5286
2	5	14	0.0120	0.0287	0.0602	0.1444	0.0368	0.0883	0.1852	0.4445
2	5	15	0.0080	0.0326	0.0405	0.1641	0.0248	0.1004	0.1246	0.5051
2	5	16	0.0112	0.0294	0.0565	0.1480	0.0346	0.0905	0.1740	0.4557
2	5	17	0.0100	0.0306	0.0505	0.1540	0.0309	0.0942	0.1556	0.4741
2	5	18	0.0107	0.0299	0.0540	0.1505	0.0331	0.0921	0.1664	0.4633
2	5	19	0.0194	0.0212	0.0979	0.1067	0.0599	0.0652	0.3013	0.3284
2	5	20	0.0122	0.0285	0.0613	0.1432	0.0375	0.0876	0.1887	0.4410
2	6	1	0.0159	0.0488	0.0444	0.1360	0.0490	0.1501	0.1368	0.4189
2	6	2	0.0257	0.0390	0.0717	0.1088	0.0791	0.1201	0.2206	0.3350
2	6	3	0.0160	0.0487	0.0447	0.1358	0.0493	0.1499	0.1375	0.4182
2	6	4	0.0139	0.0508	0.0388	0.1417	0.0428	0.1563	0.1195	0.4362
2	6	5	0.0136	0.0511	0.0379	0.1426	0.0418	0.1573	0.1167	0.4390
2	6	6	0.0086	0.0561	0.0241	0.1564	0.0266	0.1726	0.0741	0.4816
2	6	7	0.0193	0.0454	0.0539	0.1266	0.0595	0.1397	0.1659	0.3897
2	6	8	0.0174	0.0473	0.0485	0.1320	0.0535	0.1456	0.1494	0.4063
2	6	9	0.0174	0.0473	0.0485	0.1320	0.0535	0.1457	0.1492	0.4065
2	6	10	0.0134	0.0513	0.0373	0.1432	0.0411	0.1580	0.1147	0.4410
2	6	11	0.0153	0.0494	0.0426	0.1379	0.0470	0.1521	0.1312	0.4245
2	6	12	0.0249	0.0398	0.0695	0.1110	0.0766	0.1225	0.2138	0.3419
2	6	13	0.0104	0.0543	0.0290	0.1515	0.0320	0.1672	0.0892	0.4665
2	6	14	0.0190	0.0457	0.0531	0.1274	0.0586	0.1406	0.1634	0.3923
2	6	15	0.0128	0.0519	0.0357	0.1448	0.0394	0.1597	0.1100	0.4457
2	6	16	0.0179	0.0468	0.0499	0.1306	0.0550	0.1441	0.1536	0.4021
2	6	17	0.0160	0.0487	0.0446	0.1359	0.0492	0.1499	0.1373	0.4184
2	6	18	0.0171	0.0476	0.0477	0.1328	0.0526	0.1465	0.1468	0.4089
2	6	19	0.0310	0.0337	0.0864	0.0941	0.0953	0.1039	0.2659	0.2898
2	6	20	0.0194	0.0453	0.0541	0.1264	0.0597	0.1395	0.1665	0.3892
2	7	1	0.0127	0.0387	0.0477	0.1461	0.0390	0.1193	0.1469	0.4497
2	7	2	0.0204	0.0310	0.0769	0.1168	0.0628	0.0954	0.2369	0.3597
2	7	3	0.0127	0.0387	0.0479	0.1458	0.0392	0.1191	0.1476	0.4490
2	7	4	0.0111	0.0403	0.0417	0.1521	0.0340	0.1242	0.1283	0.4682
2	7	5	0.0108	0.0406	0.0407	0.1531	0.0332	0.1250	0.1252	0.4713
2	7	6	0.0069	0.0445	0.0258	0.1679	0.0211	0.1372	0.0796	0.5170
2	7	7	0.0154	0.0361	0.0579	0.1359	0.0473	0.1110	0.1782	0.4184
2	7	8	0.0138	0.0376	0.0521	0.1417	0.0425	0.1157	0.1604	0.4362
2	7	9	0.0138	0.0376	0.0520	0.1417	0.0425	0.1158	0.1602	0.4364
2	7	10	0.0106	0.0408	0.0400	0.1538	0.0327	0.1256	0.1231	0.4734
2	7	11	0.0121	0.0393	0.0457	0.1480	0.0374	0.1209	0.1408	0.4557
2	7	12	0.0198	0.0316	0.0746	0.1192	0.0609	0.0974	0.2296	0.3670
2	7	13	0.0083	0.0432	0.0311	0.1627	0.0254	0.1329	0.0958	0.5008
2	7	14	0.0151	0.0363	0.0570	0.1368	0.0465	0.1117	0.1755	0.4211
2	7	15	0.0102	0.0412	0.0383	0.1554	0.0313	0.1269	0.1181	0.4785
2	7	16	0.0142	0.0372	0.0535	0.1402	0.0437	0.1145	0.1649	0.4317
2	7	17	0.0127	0.0387	0.0479	0.1459	0.0391	0.1192	0.1474	0.4492
2	7	18	0.0136	0.0378	0.0512	0.1426	0.0418	0.1165	0.1576	0.4389
2	7	19	0.0246	0.0268	0.0927	0.1010	0.0757	0.0825	0.2855	0.3111
2	7	20	0.0154	0.0360	0.0581	0.1357	0.0474	0.1108	0.1787	0.4178
2	8	1	0.0097	0.0296	0.0507	0.1552	0.0298	0.0912	0.1561	0.4778
2	8	2	0.0156	0.0237	0.0817	0.1241	0.0480	0.0729	0.2517	0.3822
2	8	3	0.0097	0.0296	0.0509	0.1549	0.0299	0.0910	0.1568	0.4770
2	8	4	0.0085	0.0308	0.0443	0.1616	0.0260	0.0950	0.1363	0.4975
2	8	5	0.0082	0.0310	0.0432	0.1627	0.0254	0.0956	0.1331	0.5008
2	8	6	0.0052	0.0341	0.0275	0.1784	0.0161	0.1048	0.0846	0.5493
2	8	7	0.0117	0.0276	0.0615	0.1444	0.0361	0.0849	0.1893	0.4446
2	8	8	0.0106	0.0287	0.0553	0.1505	0.0325	0.0885	0.1704	0.4635
2	8	9	0.0106	0.0287	0.0553	0.1506	0.0325	0.0885	0.1702	0.4637
2	8	10	0.0081	0.0312	0.0425	0.1634	0.0250	0.0960	0.1308	0.5030
2	8	11	0.0093	0.0300	0.0486	0.1573	0.0286	0.0924	0.1496	0.4842
2	8	12	0.0151	0.0242	0.0792	0.1267	0.0466	0.0744	0.2439	0.3899
2	8	13	0.0063	0.0330	0.0331	0.1728	0.0194	0.1016	0.1018	0.5321
2	8	14	0.0116	0.0277	0.0605	0.1453	0.0356	0.0854	0.1864	0.4474
2	8	15	0.0078	0.0315	0.0407	0.1651	0.0239	0.0970	0.1254	0.5084
2	8	16	0.0109	0.0284	0.0569	0.1490	0.0334	0.0876	0.1752	0.4587
2	8	17	0.0097	0.0296	0.0509	0.1550	0.0299	0.0911	0.1566	0.4772
2	8	18	0.0104	0.0289	0.0544	0.1515	0.0320	0.0890	0.1675	0.4664
2	8	19	0.0188	0.0205	0.0985	0.1074	0.0579	0.0631	0.3033	0.3305
2	8	20	0.0118	0.0275	0.0617	0.1442	0.0363	0.0847	0.1899	0.4439
2	9	1	0.0310	0.0948	0.0294	0.0900	0.0953	0.2919	0.0905	0.2771
2	9	2	0.0499	0.0758	0.0474	0.0720	0.1537	0.2335	0.1460	0.2217
2	9	3	0.0311	0.0946	0.0295	0.0899	0.0958	0.2914	0.0910	0.2767
2	9	4	0.0271	0.0987	0.0257	0.0937	0.0833	0.3039	0.0791	0.2885
2	9	5	0.0264	0.0994	0.0251	0.0943	0.0813	0.3059	0.0772	0.2904
2	9	6	0.0168	0.1090	0.0159	0.1035	0.0517	0.3356	0.0490	0.3186
2	9	7	0.0376	0.0882	0.0357	0.0837	0.1156	0.2716	0.1098	0.2578
2	9	8	0.0338	0.0920	0.0321	0.0873	0.1041	0.2831	0.0988	0.2688
2	9	9	0.0338	0.0920	0.0321	0.0873	0.1040	0.2832	0.0987	0.2689
2	9	10	0.0260	0.0998	0.0246	0.0948	0.0799	0.3073	0.0759	0.2917
2	9	11	0.0297	0.0961	0.0282	0.0912	0.0914	0.2958	0.0868	0.2808
2	9	12	0.0484	0.0774	0.0459	0.0735	0.1490	0.2382	0.1415	0.2262
2	9	13	0.0202	0.1056	0.0192	0.1002	0.0622	0.3250	0.0590	0.3086
2	9	14	0.0370	0.0888	0.0351	0.0843	0.1139	0.2733	0.1081	0.2595
2	9	15	0.0249	0.1009	0.0236	0.0958	0.0766	0.3106	0.0728	0.2949
2	9	16	0.0348	0.0910	0.0330	0.0864	0.1070	0.2802	0.1016	0.2660
2	9	17	0.0311	0.0947	0.0295	0.0899	0.0957	0.2916	0.0908	0.2768
2	9	18	0.0332	0.0925	0.0315	0.0879	0.1023	0.2849	0.0971	0.2705
2	9	19	0.0602	0.0656	0.0571	0.0623	0.1853	0.2019	0.1759	0.1917
2	9	20	0.0377	0.0881	0.0358	0.0836	0.1160	0.2712	0.1101	0.2575
2	10	1	0.0175	0.0535	0.0429	0.1313	0.0538	0.1647	0.1321	0.4043
2	10	2	0.0282	0.0428	0.0692	0.1050	0.0868	0.1317	0.2130	0.3234
2	10	3	0.0176	0.0534	0.0431	0.1311	0.0541	0.1644	0.1327	0.4036
2	10	4	0.0153	0.0557	0.0375	0.1367	0.0470	0.1715	0.1154	0.4210
2	10	5	0.0149	0.0561	0.0366	0.1376	0.0459	0.1726	0.1126	0.4237
2	10	6	0.0095	0.0615	0.0232	0.1510	0.0291	0.1894	0.0715	0.4648
2	10	7	0.0212	0.0498	0.0520	0.1222	0.0653	0.1533	0.1602	0.3762
2	10	8	0.0191	0.0519	0.0468	0.1274	0.0587	0.1598	0.1442	0.3921
2	10	9	0.0191	0.0519	0.0468	0.1274	0.0587	0.1598	0.1440	0.3923
2	10	10	0.0146	0.0563	0.0360	0.1382	0.0451	0.1734	0.1107	0.4256
2	10	11	0.0168	0.0542	0.0411	0.1331	0.0516	0.1669	0.1266	0.4097
2	10	12	0.0273	0.0437	0.0670	0.1072	0.0841	0.1344	0.2064	0.3299
2	10	13	0.0114	0.0596	0.0280	0.1462	0.0351	0.1834	0.0861	0.4502
2	10	14	0.0209	0.0501	0.0512	0.1230	0.0643	0.1542	0.1577	0.3786
2	10	15	0.0140	0.0569	0.0345	0.1397	0.0432	0.1753	0.1061	0.4302
2	10	16	0.0196	0.0514	0.0481	0.1261	0.0604	0.1581	0.1482	0.3881
2	10	17	0.0175	0.0534	0.0430	0.1312	0.0540	0.1645	0.1325	0.4038
2	10	18	0.0188	0.0522	0.0460	0.1282	0.0577	0.1608	0.1417	0.3946
2	10	19	0.0340	0.0370	0.0834	0.0908	0.1046	0.1139	0.2566	0.2797
2	10	20	0.0213	0.0497	0.0522	0.1220	0.0655	0.1530	0.1607	0.3756
2	11	1	0.0201	0.0615	0.0403	0.1233	0.0619	0.1894	0.1240	0.3796
2	11	2	0.0324	0.0492	0.0649	0.0986	0.0998	0.1515	0.1999	0.3036
2	11	3	0.0202	0.0614	0.0405	0.1231	0.0622	0.1891	0.1246	0.3790
2	11	4	0.0176	0.0641	0.0352	0.1284	0.0540	0.1972	0.1083	0.3953
